code;city;code_region;code_variable;variable;level;code_level;2010;2011;2012;2013;2014;2015;2016;2017;2018;2019
4111407;Ivaí;8;5;Taxa de distorção (em %);Ensino médio;3;20,7;17,4;17;18,4;18,3;13,6;14,1;15,1;17,1;13,3
4111506;Ivaiporã;13;1;IDEB;Fundamental anos iniciais;1;;5,9;;6,1;;6,4;;6,3;;6,4
4111506;Ivaiporã;13;1;IDEB;Fundamental anos finais;2;;4,3;;4,2;;4,5;;4,9;;5,1
4111506;Ivaiporã;13;1;IDEB;Ensino médio;3;;;;;;;;4;;4,3
4111506;Ivaiporã;13;2;IDEB meta projetada;Fundamental anos iniciais;1;;5,3;;5,6;;5,8;;6,1;;6,3
4111506;Ivaiporã;13;2;IDEB meta projetada;Fundamental anos finais;2;;4;;4,4;;4,8;;5;;5,3
4111506;Ivaiporã;13;2;IDEB meta projetada;Ensino médio;3;;;;;;;;;;4,2
4111506;Ivaiporã;13;3;Taxa de aprovação (em %);Fundamental anos iniciais;1;96,2;96,4;97,4;98,3;97,4;97,6;97,9;97,2;97,5;97,5
4111506;Ivaiporã;13;3;Taxa de aprovação (em %);Fundamental anos finais;2;91,9;93,7;92,2;92;91,8;96;95,9;95,9;95,8;96,9
4111506;Ivaiporã;13;3;Taxa de aprovação (em %);Ensino médio;3;91,2;90,8;88,8;89,6;88,4;90,6;89,9;89,3;90,9;93,6
4111506;Ivaiporã;13;4;Taxa de reprovação (em %);Fundamental anos iniciais;1;3,6;3,5;2,6;1,7;2,6;2,4;2;2,8;2,5;2,5
4111506;Ivaiporã;13;4;Taxa de reprovação (em %);Fundamental anos finais;2;6,6;5,6;6,5;6;6,7;2,8;3,8;3,4;4;2,8
4111506;Ivaiporã;13;4;Taxa de reprovação (em %);Ensino médio;3;4,8;5,4;8;5,2;5,3;3,6;5,9;6,6;5,1;4,1
4111506;Ivaiporã;13;6;Taxa de abandono (em %);Fundamental anos iniciais;1;0,2;0,1;;;;;0,1;;;
4111506;Ivaiporã;13;6;Taxa de abandono (em %);Fundamental anos finais;2;1,5;0,7;1,3;2;1,5;1,2;0,3;0,7;0,2;0,3
4111506;Ivaiporã;13;6;Taxa de abandono (em %);Ensino médio;3;4;3,8;3,2;5,2;6,3;5,8;4,2;4,1;4;2,3
4111506;Ivaiporã;13;5;Taxa de distorção (em %);Fundamental anos iniciais;1;4,9;4,8;4,1;3,7;4,2;4,4;5;5,3;6,1;5,3
4111506;Ivaiporã;13;5;Taxa de distorção (em %);Fundamental anos finais;2;16,1;12,4;12,3;12,3;10,8;11,1;9,2;8,8;9;9,6
4111506;Ivaiporã;13;5;Taxa de distorção (em %);Ensino médio;3;17,2;17,3;15,5;15,7;15,5;14,3;15;12,3;13,2;10
4111555;Ivaté;4;1;IDEB;Fundamental anos iniciais;1;;6,4;;5,9;;6,3;;5,9;;6,6
4111555;Ivaté;4;1;IDEB;Fundamental anos finais;2;;4,4;;4,7;;5,5;;5,1;;5,3
4111555;Ivaté;4;1;IDEB;Ensino médio;3;;;;;;;;3,7;;4,6
4111555;Ivaté;4;2;IDEB meta projetada;Fundamental anos iniciais;1;;4;;4,2;;4,5;;4,8;;5,1
4111555;Ivaté;4;2;IDEB meta projetada;Fundamental anos finais;2;;3,6;;4;;4,4;;4,7;;4,9
4111555;Ivaté;4;2;IDEB meta projetada;Ensino médio;3;;;;;;;;;;3,9
4111555;Ivaté;4;3;Taxa de aprovação (em %);Fundamental anos iniciais;1;94,9;98,4;97,5;97;97,6;97,7;95,9;95,5;97,8;99,7
4111555;Ivaté;4;3;Taxa de aprovação (em %);Fundamental anos finais;2;94,2;93,1;96,3;97;94,3;94;95,2;95,1;93,8;97,4
4111555;Ivaté;4;3;Taxa de aprovação (em %);Ensino médio;3;91;88,4;88,2;89,3;92,4;90,7;89,9;86,4;93,8;96,2
4111555;Ivaté;4;4;Taxa de reprovação (em %);Fundamental anos iniciais;1;4,4;1,6;2,5;2,8;2,4;2,3;4,1;4,5;2,2;0,3
4111555;Ivaté;4;4;Taxa de reprovação (em %);Fundamental anos finais;2;5;6,2;2,8;1,9;4,5;5,7;3,8;4,7;5,6;2,4
4111555;Ivaté;4;4;Taxa de reprovação (em %);Ensino médio;3;2,4;5,1;4,5;6,5;3,5;7;5,7;10,6;4,9;3,8
4111555;Ivaté;4;6;Taxa de abandono (em %);Fundamental anos iniciais;1;0,7;;;0,2;;;;;;
4111555;Ivaté;4;6;Taxa de abandono (em %);Fundamental anos finais;2;0,8;0,7;0,9;1,1;1,2;0,3;1;0,2;0,6;0,2
4111555;Ivaté;4;6;Taxa de abandono (em %);Ensino médio;3;6,6;6,5;7,3;4,2;4,1;2,3;4,4;3;1,3;
4111555;Ivaté;4;5;Taxa de distorção (em %);Fundamental anos iniciais;1;4,8;4,5;5,1;4,6;2,7;3,4;4,3;3,5;2,8;4,8
4111555;Ivaté;4;5;Taxa de distorção (em %);Fundamental anos finais;2;22,2;16,4;11,6;9,7;7,9;6,9;7,1;9;8,8;7,6
4111555;Ivaté;4;5;Taxa de distorção (em %);Ensino médio;3;21,9;20,4;21,2;15,3;16,7;11;12,3;10,3;13,3;13,8
4111605;Ivatuba;12;1;IDEB;Fundamental anos iniciais;1;;;;7,2;;7;;6,6;;7,3
4111605;Ivatuba;12;1;IDEB;Fundamental anos finais;2;;4,8;;5,3;;;;5,1;;5,9
4111605;Ivatuba;12;1;IDEB;Ensino médio;3;;;;;;;;4;;4,5
4111605;Ivatuba;12;2;IDEB meta projetada;Fundamental anos iniciais;1;;6,6;;6,8;;7;;7,2;;7,4
4111605;Ivatuba;12;2;IDEB meta projetada;Fundamental anos finais;2;;5,3;;5,6;;6;;6,2;;6,4
4111605;Ivatuba;12;2;IDEB meta projetada;Ensino médio;3;;;;;;;;;;4,2
4111605;Ivatuba;12;3;Taxa de aprovação (em %);Fundamental anos iniciais;1;97,7;96,3;93,9;97,3;98,8;96;96,8;96;98,7;99,4
4111605;Ivatuba;12;3;Taxa de aprovação (em %);Fundamental anos finais;2;92,1;92,3;89,2;95,2;93,9;99,6;90,8;95,8;94,6;97,5
4111605;Ivatuba;12;3;Taxa de aprovação (em %);Ensino médio;3;93,2;94,1;92,7;95,9;95,7;97,4;92,8;95,3;93,8;96,2
4111605;Ivatuba;12;4;Taxa de reprovação (em %);Fundamental anos iniciais;1;2,3;3,2;5,7;2,7;1,2;4;3,2;4;1,3;0,6
4111605;Ivatuba;12;4;Taxa de reprovação (em %);Fundamental anos finais;2;7,5;6,3;9,5;3,9;4,5;;8,7;4,2;5,4;1,5
4111605;Ivatuba;12;4;Taxa de reprovação (em %);Ensino médio;3;5,4;3,5;5,4;3,5;3;1;5,3;4,7;5,8;2,5
4111605;Ivatuba;12;6;Taxa de abandono (em %);Fundamental anos iniciais;1;;0,5;0,4;;;;;;;
4111605;Ivatuba;12;6;Taxa de abandono (em %);Fundamental anos finais;2;0,4;1,4;1,3;0,9;1,6;0,4;0,5;;;1
4111605;Ivatuba;12;6;Taxa de abandono (em %);Ensino médio;3;1,4;2,4;1,9;0,6;1,3;1,6;1,9;;0,4;1,3
4111605;Ivatuba;12;5;Taxa de distorção (em %);Fundamental anos iniciais;1;6,1;8,4;6,8;6,8;5,6;3,9;3,9;6,3;5,9;5,4
4111605;Ivatuba;12;5;Taxa de distorção (em %);Fundamental anos finais;2;15,4;13,7;13,8;8,7;12,1;10,8;12,4;13,7;11,8;13,7
4111605;Ivatuba;12;5;Taxa de distorção (em %);Ensino médio;3;9,8;12,4;12,3;7,6;8,4;10,5;10,7;11,8;12,3;10,7
4111704;Jaboti;1;1;IDEB;Fundamental anos iniciais;1;;5,5;;5,4;;6,1;;5,7;;6,2
4111704;Jaboti;1;1;IDEB;Fundamental anos finais;2;;3,7;;4,2;;4,8;;4,8;;6
4111704;Jaboti;1;1;IDEB;Ensino médio;3;;;;;;;;3,3;;4,5
4111704;Jaboti;1;2;IDEB meta projetada;Fundamental anos iniciais;1;;5,7;;5,9;;6,1;;6,4;;6,6
4111704;Jaboti;1;2;IDEB meta projetada;Fundamental anos finais;2;;4,6;;5;;5,3;;5,6;;5,8
4111704;Jaboti;1;2;IDEB meta projetada;Ensino médio;3;;;;;;;;;;3,6
4111704;Jaboti;1;3;Taxa de aprovação (em %);Fundamental anos iniciais;1;90,1;90,8;92;94,5;95,1;95,5;95,1;90,8;87,2;95,9
4111704;Jaboti;1;3;Taxa de aprovação (em %);Fundamental anos finais;2;88;83,2;87,5;93,3;94,7;95,5;95,7;97,8;96,9;99,6
4111704;Jaboti;1;3;Taxa de aprovação (em %);Ensino médio;3;77,7;74,2;74,8;86,3;89,1;86;77,8;78,9;86,1;97,7
4111704;Jaboti;1;4;Taxa de reprovação (em %);Fundamental anos iniciais;1;9,2;9,2;8;5,5;4,9;4,5;4,9;9,2;12,8;4,1
4111704;Jaboti;1;4;Taxa de reprovação (em %);Fundamental anos finais;2;6,9;9;6,2;4,5;5,3;3,8;2;0,9;2;0,4
4111704;Jaboti;1;4;Taxa de reprovação (em %);Ensino médio;3;5,9;9,7;12,2;4;7,4;6,5;11,1;5,4;5,3;
4111704;Jaboti;1;6;Taxa de abandono (em %);Fundamental anos iniciais;1;0,7;;;;;;;;;
4111704;Jaboti;1;6;Taxa de abandono (em %);Fundamental anos finais;2;5,1;7,8;6,3;2,2;;0,7;2,3;1,3;1,1;
4111704;Jaboti;1;6;Taxa de abandono (em %);Ensino médio;3;16,4;16,1;13;9,7;3,5;7,5;11,1;15,7;8,6;2,3
4111704;Jaboti;1;5;Taxa de distorção (em %);Fundamental anos iniciais;1;4,6;6;6,5;8;6,4;7,1;5,2;5,9;7;11
4111704;Jaboti;1;5;Taxa de distorção (em %);Fundamental anos finais;2;21,9;22,5;22,5;16,1;13,3;15,3;5,9;9,1;10;9
4111704;Jaboti;1;5;Taxa de distorção (em %);Ensino médio;3;31,6;33;34;31,5;18,4;15;18;20,7;20,4;16,4
4111803;Jacarezinho;1;1;IDEB;Fundamental anos iniciais;1;;5,3;;5,4;;4,9;;5,1;;5
4111803;Jacarezinho;1;1;IDEB;Fundamental anos finais;2;;4;;3,5;;3,9;;4,1;;4,6
4111803;Jacarezinho;1;1;IDEB;Ensino médio;3;;;;;;;;3,2;;3,9
4111803;Jacarezinho;1;2;IDEB meta projetada;Fundamental anos iniciais;1;;3,9;;4,2;;4,5;;4,8;;5,1
4111803;Jacarezinho;1;2;IDEB meta projetada;Fundamental anos finais;2;;3,7;;4,1;;4,4;;4,7;;5
4111803;Jacarezinho;1;2;IDEB meta projetada;Ensino médio;3;;;;;;;;;;3,4
4111803;Jacarezinho;1;3;Taxa de aprovação (em %);Fundamental anos iniciais;1;95,4;96,5;95,1;91,5;91,1;90,8;93;91,6;90,9;88,5
4111803;Jacarezinho;1;3;Taxa de aprovação (em %);Fundamental anos finais;2;79,8;83,6;79,6;78,7;79,9;85,8;83,4;83,2;85;92,4
4111803;Jacarezinho;1;3;Taxa de aprovação (em %);Ensino médio;3;78,8;81,5;81,1;77,1;81;82,5;82,5;81,6;82,1;90,8
4111803;Jacarezinho;1;4;Taxa de reprovação (em %);Fundamental anos iniciais;1;4,5;3,5;4,9;8,1;8,9;9,1;7;8,4;9;11,5
4111803;Jacarezinho;1;4;Taxa de reprovação (em %);Fundamental anos finais;2;13,9;12,2;16,5;17,2;16,5;10,1;15;15,4;13,8;7,2
4111803;Jacarezinho;1;4;Taxa de reprovação (em %);Ensino médio;3;11;10;15,3;13,9;12,8;6,9;10,6;11,3;13,8;7,4
4111803;Jacarezinho;1;6;Taxa de abandono (em %);Fundamental anos iniciais;1;0,1;;;0,4;;0,1;;;0,1;
4111803;Jacarezinho;1;6;Taxa de abandono (em %);Fundamental anos finais;2;6,3;4,2;3,9;4,1;3,6;4,1;1,6;1,4;1,2;0,4
4111803;Jacarezinho;1;6;Taxa de abandono (em %);Ensino médio;3;10,2;8,5;3,6;9;6,2;10,6;6,9;7,1;4,1;1,8
4111803;Jacarezinho;1;5;Taxa de distorção (em %);Fundamental anos iniciais;1;14,7;12,4;12,2;9,9;10,3;9,1;7,6;6,3;6,4;6,1
4111803;Jacarezinho;1;5;Taxa de distorção (em %);Fundamental anos finais;2;36;31,7;29,5;32,4;29,5;27,3;24,7;23,1;23,8;21,2
4111803;Jacarezinho;1;5;Taxa de distorção (em %);Ensino médio;3;29,5;27,6;26,3;27,2;26,6;28,9;31,4;37,2;38,4;28,5
4111902;Jaguapitã;11;1;IDEB;Fundamental anos iniciais;1;;4,5;;4,6;;6,2;;5,5;;5,8
4111902;Jaguapitã;11;1;IDEB;Fundamental anos finais;2;;4,1;;4,4;;4,3;;4,3;;5,1
4111902;Jaguapitã;11;1;IDEB;Ensino médio;3;;;;;;;;2,6;;3,9
4111902;Jaguapitã;11;2;IDEB meta projetada;Fundamental anos iniciais;1;;4,8;;5,1;;5,4;;5,6;;5,9
4111902;Jaguapitã;11;2;IDEB meta projetada;Fundamental anos finais;2;;3,5;;3,9;;4,3;;4,6;;4,9
4111902;Jaguapitã;11;2;IDEB meta projetada;Ensino médio;3;;;;;;;;;;2,8
4111902;Jaguapitã;11;3;Taxa de aprovação (em %);Fundamental anos iniciais;1;90,9;86,3;83,5;85,8;86,7;95,4;93,9;94,6;94,2;93,6
4111902;Jaguapitã;11;3;Taxa de aprovação (em %);Fundamental anos finais;2;74,5;78;72,1;82,6;82,3;80,1;84;79,6;78,2;88,6
4111902;Jaguapitã;11;3;Taxa de aprovação (em %);Ensino médio;3;85,4;77,5;73,2;84,5;70,1;70,2;68,1;65,4;63,3;81,5
4111902;Jaguapitã;11;4;Taxa de reprovação (em %);Fundamental anos iniciais;1;8,9;13,7;16,5;14,2;13,3;4,6;6,1;5,4;5,8;6,4
4111902;Jaguapitã;11;4;Taxa de reprovação (em %);Fundamental anos finais;2;17,5;17;24,4;12,6;11,4;11,9;11,8;16,7;16,8;9,6
4111902;Jaguapitã;11;4;Taxa de reprovação (em %);Ensino médio;3;14,6;21,8;26,8;14,6;23,9;24,1;22,3;11,6;13,9;7
4111902;Jaguapitã;11;6;Taxa de abandono (em %);Fundamental anos iniciais;1;0,2;;;;;;;;;
4111902;Jaguapitã;11;6;Taxa de abandono (em %);Fundamental anos finais;2;8;5;3,5;4,8;6,3;8;4,2;3,7;5;1,8
4111902;Jaguapitã;11;6;Taxa de abandono (em %);Ensino médio;3;;0,7;;0,9;6;5,7;9,6;23;22,8;11,5
4111902;Jaguapitã;11;5;Taxa de distorção (em %);Fundamental anos iniciais;1;7,6;8;8,6;11,4;14,6;15,9;17,9;14,6;12,8;13,3
4111902;Jaguapitã;11;5;Taxa de distorção (em %);Fundamental anos finais;2;28,4;26,1;24,9;29,2;27,8;31,5;25,1;31,8;31,2;29,3
4111902;Jaguapitã;11;5;Taxa de distorção (em %);Ensino médio;3;33,4;38,2;36,4;31,1;33;34,6;37,6;40,2;44,2;35,8
4112009;Jaguariaíva;8;1;IDEB;Fundamental anos iniciais;1;;5,3;;5,9;;6,2;;6,6;;6,3
4112009;Jaguariaíva;8;1;IDEB;Fundamental anos finais;2;;3,7;;3,7;;4,4;;4,8;;5
4112009;Jaguariaíva;8;1;IDEB;Ensino médio;3;;;;;;;;3,6;;4,5
4112009;Jaguariaíva;8;2;IDEB meta projetada;Fundamental anos iniciais;1;;4,3;;4,6;;4,9;;5,2;;5,5
4112009;Jaguariaíva;8;2;IDEB meta projetada;Fundamental anos finais;2;;4,1;;4,5;;4,8;;5,1;;5,4
4112009;Jaguariaíva;8;2;IDEB meta projetada;Ensino médio;3;;;;;;;;;;3,9
4112009;Jaguariaíva;8;3;Taxa de aprovação (em %);Fundamental anos iniciais;1;95,6;95;96,5;98,5;98;99,3;99;99,1;99,7;99,7
4112009;Jaguariaíva;8;3;Taxa de aprovação (em %);Fundamental anos finais;2;92,7;90,3;92,7;92,1;91,8;91,2;90,8;93,9;94;95,4
4112009;Jaguariaíva;8;3;Taxa de aprovação (em %);Ensino médio;3;84,7;84,6;85,3;84,3;85,2;81,3;81,5;85,2;90,4;92,5
4112009;Jaguariaíva;8;4;Taxa de reprovação (em %);Fundamental anos iniciais;1;4,3;4,9;3,5;1,5;2;0,7;1;0,9;0,3;0,3
4112009;Jaguariaíva;8;4;Taxa de reprovação (em %);Fundamental anos finais;2;4,4;7,1;4,7;4,1;4,9;5,5;7;4,8;4,2;4
4112009;Jaguariaíva;8;4;Taxa de reprovação (em %);Ensino médio;3;7,3;9,9;11,3;7,4;7,7;10;8,4;8,1;4,7;5,4
4112009;Jaguariaíva;8;6;Taxa de abandono (em %);Fundamental anos iniciais;1;0,1;0,1;;;;;;;;
4112009;Jaguariaíva;8;6;Taxa de abandono (em %);Fundamental anos finais;2;2,9;2,6;2,6;3,8;3,3;3,3;2,2;1,3;1,8;0,6
4112009;Jaguariaíva;8;6;Taxa de abandono (em %);Ensino médio;3;8;5,5;3,4;8,3;7,1;8,7;10,1;6,7;4,9;2,1
4112009;Jaguariaíva;8;5;Taxa de distorção (em %);Fundamental anos iniciais;1;6,9;6,4;6,5;6,4;4,4;3,9;3;2,2;2,1;1,4
4112009;Jaguariaíva;8;5;Taxa de distorção (em %);Fundamental anos finais;2;14,7;13,5;13,4;12;12,3;11,9;10,8;12,7;10;7,9
4112009;Jaguariaíva;8;5;Taxa de distorção (em %);Ensino médio;3;19,7;18,8;18,3;18,5;15,5;15,1;17,3;15,2;16,8;11,8
4112108;Jandaia do Sul;13;1;IDEB;Fundamental anos iniciais;1;;5,1;;5,8;;6;;6,7;;6,9
4112108;Jandaia do Sul;13;1;IDEB;Fundamental anos finais;2;;4,5;;4,5;;4,4;;4,9;;5,3
4112108;Jandaia do Sul;13;1;IDEB;Ensino médio;3;;;;;;;;4;;4,7
4112108;Jandaia do Sul;13;2;IDEB meta projetada;Fundamental anos iniciais;1;;4,7;;5;;5,3;;5,5;;5,8
4112108;Jandaia do Sul;13;2;IDEB meta projetada;Fundamental anos finais;2;;4,5;;4,9;;5,2;;5,5;;5,7
4112108;Jandaia do Sul;13;2;IDEB meta projetada;Ensino médio;3;;;;;;;;;;4,2
4112108;Jandaia do Sul;13;3;Taxa de aprovação (em %);Fundamental anos iniciais;1;96,4;98;99;99;97,2;97,9;97,9;97,4;97,2;97
4112108;Jandaia do Sul;13;3;Taxa de aprovação (em %);Fundamental anos finais;2;93,5;92,7;94,9;96,2;93,8;94,8;90,4;95,3;94,6;97,5
4112108;Jandaia do Sul;13;3;Taxa de aprovação (em %);Ensino médio;3;87,3;87;88,7;89,9;87,7;88,5;83,1;89,8;88,3;94,6
4112108;Jandaia do Sul;13;4;Taxa de reprovação (em %);Fundamental anos iniciais;1;3,4;1,9;0,9;0,8;2,7;2,1;2,1;2,5;2,6;3
4112108;Jandaia do Sul;13;4;Taxa de reprovação (em %);Fundamental anos finais;2;6;6,2;4,2;2,1;4,7;4,5;7,9;3,2;5,1;2,2
4112108;Jandaia do Sul;13;4;Taxa de reprovação (em %);Ensino médio;3;5,7;5,9;5,5;3,4;6,7;4,5;8,8;4,7;5,6;2,1
4112108;Jandaia do Sul;13;6;Taxa de abandono (em %);Fundamental anos iniciais;1;0,2;0,1;0,1;0,2;0,1;;;0,1;0,2;
4112108;Jandaia do Sul;13;6;Taxa de abandono (em %);Fundamental anos finais;2;0,5;1,1;0,9;1,7;1,5;0,7;1,7;1,5;0,3;0,3
4112108;Jandaia do Sul;13;6;Taxa de abandono (em %);Ensino médio;3;7;7,1;5,8;6,7;5,6;7;8,1;5,5;6,1;3,3
4112108;Jandaia do Sul;13;5;Taxa de distorção (em %);Fundamental anos iniciais;1;8,4;7,5;5,7;5,6;5,3;3,4;4,5;5,5;6,1;6,2
4112108;Jandaia do Sul;13;5;Taxa de distorção (em %);Fundamental anos finais;2;13;11,3;12,1;9,6;9,7;11;9,4;11,5;11,4;10,9
4112108;Jandaia do Sul;13;5;Taxa de distorção (em %);Ensino médio;3;13,4;14,1;15,1;12;12,6;13,9;16,2;13,2;14,6;13,4
4112207;Janiópolis;5;1;IDEB;Fundamental anos iniciais;1;;5,4;;5,5;;5,7;;6,5;;8,8
4112207;Janiópolis;5;1;IDEB;Fundamental anos finais;2;;3,9;;4,9;;4,2;;4,3;;4,7
4112207;Janiópolis;5;1;IDEB;Ensino médio;3;;;;;;;;3,3;;
4112207;Janiópolis;5;2;IDEB meta projetada;Fundamental anos iniciais;1;;4,9;;5,2;;5,5;;5,7;;6
4112207;Janiópolis;5;2;IDEB meta projetada;Fundamental anos finais;2;;3,5;;3,9;;4,2;;4,5;;4,8
4112207;Janiópolis;5;2;IDEB meta projetada;Ensino médio;3;;;;;;;;;;3,5
4112207;Janiópolis;5;3;Taxa de aprovação (em %);Fundamental anos iniciais;1;96,1;96,2;94,5;94,6;87,9;95,2;95,7;96,7;99;98,6
4112207;Janiópolis;5;3;Taxa de aprovação (em %);Fundamental anos finais;2;80,5;86,4;82,5;87,9;89,5;85,8;85,9;84;84,3;86,3
4112207;Janiópolis;5;3;Taxa de aprovação (em %);Ensino médio;3;85,7;86,7;85,7;80;88,3;83,3;81,3;72,1;85,5;84
4112207;Janiópolis;5;4;Taxa de reprovação (em %);Fundamental anos iniciais;1;3,9;3,6;5,5;5,4;11,8;4,8;4,3;3,3;1;1,4
4112207;Janiópolis;5;4;Taxa de reprovação (em %);Fundamental anos finais;2;14,2;12,7;17,2;10,1;10,5;14,2;14,1;14,7;13;12,6
4112207;Janiópolis;5;4;Taxa de reprovação (em %);Ensino médio;3;7,7;7,2;14,3;3,6;4,4;6,5;5,1;9,6;2,6;8,3
4112207;Janiópolis;5;6;Taxa de abandono (em %);Fundamental anos iniciais;1;;0,2;;;0,3;;;;;
4112207;Janiópolis;5;6;Taxa de abandono (em %);Fundamental anos finais;2;5,3;0,9;0,3;2;;;;1,3;2,7;1,1
4112207;Janiópolis;5;6;Taxa de abandono (em %);Ensino médio;3;6,6;6,1;;16,4;7,3;10,2;13,6;18,3;11,9;7,7
4112207;Janiópolis;5;5;Taxa de distorção (em %);Fundamental anos iniciais;1;7,6;4,8;4,2;3,9;5,9;9,6;8,2;7;9,3;6,5
4112207;Janiópolis;5;5;Taxa de distorção (em %);Fundamental anos finais;2;26,8;21,5;19,7;17,8;16,6;18,8;18,1;20,4;23;19,9
4112207;Janiópolis;5;5;Taxa de distorção (em %);Ensino médio;3;21,4;22;23,9;24,9;21,9;24,2;22,3;24;22,9;20,1
4112306;Japira;1;1;IDEB;Fundamental anos iniciais;1;;4,9;;5,4;;5,8;;5,7;;6,1
4112306;Japira;1;1;IDEB;Fundamental anos finais;2;;3,8;;3,5;;3,7;;4,3;;5,1
4112306;Japira;1;1;IDEB;Ensino médio;3;;;;;;;;3,2;;4,2
4112306;Japira;1;2;IDEB meta projetada;Fundamental anos iniciais;1;;5,2;;5,4;;5,7;;6;;6,2
4112306;Japira;1;2;IDEB meta projetada;Fundamental anos finais;2;;3,9;;4,3;;4,7;;5;;5,2
4112306;Japira;1;2;IDEB meta projetada;Ensino médio;3;;;;;;;;;;3,4
4112306;Japira;1;3;Taxa de aprovação (em %);Fundamental anos iniciais;1;91,6;89,2;91;95,5;95,5;99,1;96,2;89,4;94,2;96,5
4112306;Japira;1;3;Taxa de aprovação (em %);Fundamental anos finais;2;89,7;88,7;91;88,5;90,4;86;89,8;89,1;91,3;97,8
4112306;Japira;1;3;Taxa de aprovação (em %);Ensino médio;3;85,1;88,5;82,8;83,5;81,7;78,3;77,5;82,7;81;94,1
4112306;Japira;1;4;Taxa de reprovação (em %);Fundamental anos iniciais;1;8,2;10,2;8,1;4,2;4;0,9;3,2;10,6;5,4;3,5
4112306;Japira;1;4;Taxa de reprovação (em %);Fundamental anos finais;2;4,3;5,3;4,3;7;7,1;9,8;4,8;8,2;5,6;2,2
4112306;Japira;1;4;Taxa de reprovação (em %);Ensino médio;3;4,6;5,2;3,9;4,6;9,7;6;6,5;5;6,7;5,9
4112306;Japira;1;6;Taxa de abandono (em %);Fundamental anos iniciais;1;0,2;0,6;0,9;0,3;0,5;;0,6;;0,4;
4112306;Japira;1;6;Taxa de abandono (em %);Fundamental anos finais;2;6;6;4,7;4,5;2,5;4,2;5,4;2,7;3,1;
4112306;Japira;1;6;Taxa de abandono (em %);Ensino médio;3;10,3;6,3;13,3;11,9;8,6;15,7;16;12,3;12,3;
4112306;Japira;1;5;Taxa de distorção (em %);Fundamental anos iniciais;1;9;8,6;6,8;9,2;9,2;6,4;5,6;5,8;8,2;7,5
4112306;Japira;1;5;Taxa de distorção (em %);Fundamental anos finais;2;24,9;25,8;26;22,1;20,7;17,8;21,9;18,6;18,5;15,7
4112306;Japira;1;5;Taxa de distorção (em %);Ensino médio;3;33,8;29,4;33;28,2;25,7;27,1;26,1;27,2;29,6;19,1
4112405;Japurá;4;1;IDEB;Fundamental anos iniciais;1;;5,9;;6,2;;7;;7,3;;7,3
4112405;Japurá;4;1;IDEB;Fundamental anos finais;2;;4,9;;4,6;;4,5;;5,7;;5,8
4112405;Japurá;4;1;IDEB;Ensino médio;3;;;;;;;;3,8;;4,6
4112405;Japurá;4;2;IDEB meta projetada;Fundamental anos iniciais;1;;5,5;;5,8;;6;;6,3;;6,5
4112405;Japurá;4;2;IDEB meta projetada;Fundamental anos finais;2;;4,6;;5;;5,3;;5,6;;5,8
4112405;Japurá;4;2;IDEB meta projetada;Ensino médio;3;;;;;;;;;;4
4112405;Japurá;4;3;Taxa de aprovação (em %);Fundamental anos iniciais;1;98,1;98,7;98,7;98,2;97,9;97,7;96,2;98,2;98,1;99,8
4112405;Japurá;4;3;Taxa de aprovação (em %);Fundamental anos finais;2;86,3;91,3;90,3;92,8;91,8;89,8;88,6;94,4;93,1;96,1
4112405;Japurá;4;3;Taxa de aprovação (em %);Ensino médio;3;85,3;79,9;82,9;79,8;75,7;76,5;85;91,4;94,4;97,3
4112405;Japurá;4;4;Taxa de reprovação (em %);Fundamental anos iniciais;1;1,9;1,3;1,3;1,8;2,1;2,3;3,8;1,8;1,9;0,2
4112405;Japurá;4;4;Taxa de reprovação (em %);Fundamental anos finais;2;12,2;8,7;7,9;6,6;4,9;9,3;9,8;4;5,6;3,9
4112405;Japurá;4;4;Taxa de reprovação (em %);Ensino médio;3;7,8;10;9,7;12;11;10,2;10;6,6;3,5;1,4
4112405;Japurá;4;6;Taxa de abandono (em %);Fundamental anos iniciais;1;;;;;;;;;;
4112405;Japurá;4;6;Taxa de abandono (em %);Fundamental anos finais;2;1,5;;1,8;0,6;3,3;0,9;1,6;1,6;1,3;
4112405;Japurá;4;6;Taxa de abandono (em %);Ensino médio;3;6,9;10,1;7,4;8,2;13,3;13,3;5;2;2,1;1,3
4112405;Japurá;4;5;Taxa de distorção (em %);Fundamental anos iniciais;1;1,8;1,5;1,7;1,3;1,7;1,1;1,8;3,2;3,2;3
4112405;Japurá;4;5;Taxa de distorção (em %);Fundamental anos finais;2;14,5;11,8;10,4;12,4;11,7;8,9;8;9,9;11,5;11
4112405;Japurá;4;5;Taxa de distorção (em %);Ensino médio;3;16;15,4;14,3;14,3;14,4;21,2;16,2;11,1;11,1;10,9
4112504;Jardim Alegre;13;1;IDEB;Fundamental anos iniciais;1;;4,9;;4,6;;5,2;;6,6;;6,9
4112504;Jardim Alegre;13;1;IDEB;Fundamental anos finais;2;;4,2;;4,2;;4,7;;4,4;;5
4112504;Jardim Alegre;13;1;IDEB;Ensino médio;3;;;;;;;;3,1;;3,8
4112504;Jardim Alegre;13;2;IDEB meta projetada;Fundamental anos iniciais;1;;4,7;;5;;5,3;;5,5;;5,8
4112504;Jardim Alegre;13;2;IDEB meta projetada;Fundamental anos finais;2;;3,9;;4,3;;4,7;;4,9;;5,2
4112504;Jardim Alegre;13;2;IDEB meta projetada;Ensino médio;3;;;;;;;;;;3,3
