"","city_code7","city_IPARDES","year","population"
"7285","4128633","Doutor Ulysses","2008",6137
"7286","4107405","Enéas Marques","2008",6100
"7287","4107504","Engenheiro Beltrão","2008",14273
"7288","4107538","Entre Rios do Oeste","2008",4043
"7289","4107520","Esperança Nova","2008",1882
"7290","4107546","Espigão Alto do Iguaçu","2008",5222
"7291","4107553","Farol","2008",3413
"7292","4107603","Faxinal","2008",16006
"7293","4107652","Fazenda Rio Grande","2008",79255
"7294","4107702","Fênix","2008",5014
"7295","4107736","Fernandes Pinheiro","2008",5763
"7296","4107751","Figueira","2008",8544
"7297","4107850","Flor da Serra do Sul","2008",4775
"7298","4107801","Floraí","2008",5174
"7299","4107900","Floresta","2008",5394
"7300","4108007","Florestópolis","2008",11841
"7301","4108106","Flórida","2008",2528
"7302","4108205","Formosa do Oeste","2008",7581
"7303","4108304","Foz do Iguaçu","2008",319189
"7304","4108452","Foz do Jordão","2008",5932
"7305","4108320","Francisco Alves","2008",6447
"7306","4108403","Francisco Beltrão","2008",75517
"7307","4108502","General Carneiro","2008",15159
"7308","4108551","Godoy Moreira","2008",3639
"7309","4108601","Goioerê","2008",29732
"7310","4108650","Goioxim","2008",8232
"7311","4108700","Grandes Rios","2008",7848
"7312","4108809","Guaíra","2008",29594
"7313","4108908","Guairaçá","2008",5875
"7314","4108957","Guamiranga","2008",7851
"7315","4109005","Guapirama","2008",3688
"7316","4109104","Guaporema","2008",2251
"7317","4109203","Guaraci","2008",5163
"7318","4109302","Guaraniaçu","2008",16271
"7319","4109401","Guarapuava","2008",171230
"7320","4109500","Guaraqueçaba","2008",7890
"7321","4109609","Guaratuba","2008",32315
"7322","4109658","Honório Serpa","2008",6251
"7323","4109708","Ibaiti","2008",29185
"7324","4109757","Ibema","2008",6124
"7325","4109807","Ibiporã","2008",47052
"7326","4109906","Icaraíma","2008",9374
"7327","4110003","Iguaraçu","2008",3882
"7328","4110052","Iguatu","2008",2363
"7329","4110078","Imbaú","2008",11811
"7330","4110102","Imbituva","2008",28295
"7331","4110201","Inácio Martins","2008",11397
"7332","4110300","Inajá","2008",2882
"7333","4110409","Indianópolis","2008",4257
"7334","4110508","Ipiranga","2008",14542
"7335","4110607","Iporã","2008",15353
"7336","4110656","Iracema do Oeste","2008",2604
"7337","4110706","Irati","2008",56143
"7338","4110805","Iretama","2008",11503
"7339","4110904","Itaguajé","2008",4610
"7340","4110953","Itaipulândia","2008",9122
"7341","4111001","Itambaracá","2008",7130
"7342","4111100","Itambé","2008",6075
"7343","4111209","Itapejara d'Oeste","2008",11083
"7344","4111258","Itaperuçu","2008",23132
"7345","4111308","Itaúna do Sul","2008",3701
"7346","4111407","Ivaí","2008",13392
"7347","4111506","Ivaiporã","2008",32193
"7348","4111555","Ivaté","2008",8173
"7349","4111605","Ivatuba","2008",2789
"7350","4111704","Jaboti","2008",5245
"7351","4111803","Jacarezinho","2008",40526
"7352","4111902","Jaguapitã","2008",12286
"7353","4112009","Jaguariaíva","2008",33041
"7354","4112108","Jandaia do Sul","2008",20131
"7355","4112207","Janiópolis","2008",7092
"7356","4112306","Japira","2008",4810
"7357","4112405","Japurá","2008",8585
"7358","4112504","Jardim Alegre","2008",14867
"7359","4112603","Jardim Olinda","2008",1498
"7360","4112702","Jataizinho","2008",11587
"7361","4112751","Jesuítas","2008",8948
"7362","4112801","Joaquim Távora","2008",10662
"7363","4112900","Jundiaí do Sul","2008",3769
"7364","4112959","Juranda","2008",7858
"7365","4113007","Jussara","2008",6250
"7366","4113106","Kaloré","2008",4752
"7367","4113205","Lapa","2008",42906
"7368","4113254","Laranjal","2008",6410
"7369","4113304","Laranjeiras do Sul","2008",31516
"7370","4113403","Leópolis","2008",4331
"7371","4113429","Lidianópolis","2008",4151
"7372","4113452","Lindoeste","2008",5498
"7373","4113502","Loanda","2008",20067
"7374","4113601","Lobato","2008",4377
"7375","4113700","Londrina","2008",505184
"7376","4113734","Luiziana","2008",7380
"7377","4113759","Lunardelli","2008",5152
"7378","4113809","Lupionópolis","2008",4521
"7379","4113908","Mallet","2008",12778
"7380","4114005","Mamborê","2008",14421
"7381","4114104","Mandaguaçu","2008",19058
"7382","4114203","Mandaguari","2008",32976
"7383","4114302","Mandirituba","2008",21498
"7384","4114351","Manfrinópolis","2008",3334
"7385","4114401","Mangueirinha","2008",17562
"7386","4114500","Manoel Ribas","2008",13119
"7387","4114609","Marechal Cândido Rondon","2008",46523
"7388","4114708","Maria Helena","2008",6145
"7389","4114807","Marialva","2008",31171
"7390","4114906","Marilândia do Sul","2008",9193
"7391","4115002","Marilena","2008",6715
"7392","4115101","Mariluz","2008",10817
"7393","4115200","Maringá","2008",331412
"7394","4115309","Mariópolis","2008",5956
"7395","4115358","Maripá","2008",5698
"7396","4115408","Marmeleiro","2008",13493
"7397","4115457","Marquinho","2008",5300
"7398","4115507","Marumbi","2008",4200
"7399","4115606","Matelândia","2008",16056
"7400","4115705","Matinhos","2008",23968
"7401","4115739","Mato Rico","2008",4235
"7402","4115754","Mauá da Serra","2008",8268
"7403","4115804","Medianeira","2008",39700
"7404","4115853","Mercedes","2008",4879
"7405","4115903","Mirador","2008",2385
"7406","4116000","Miraselva","2008",1949
"7407","4116059","Missal","2008",10739
"7408","4116109","Moreira Sales","2008",13263
"7409","4116208","Morretes","2008",16853
"7410","4116307","Munhoz de Melo","2008",3688
"7411","4116406","Nossa Senhora das Graças","2008",4038
"7412","4116505","Nova Aliança do Ivaí","2008",1426
"7413","4116604","Nova América da Colina","2008",3358
"7414","4116703","Nova Aurora","2008",11833
"7415","4116802","Nova Cantu","2008",7714
"7416","4116901","Nova Esperança","2008",26532
"7417","4116950","Nova Esperança do Sudoeste","2008",5334
"7418","4117008","Nova Fátima","2008",8270
"7419","4117057","Nova Laranjeiras","2008",11598
"7420","4117107","Nova Londrina","2008",12933
"7421","4117206","Nova Olímpia","2008",5385
"7422","4117255","Nova Prata do Iguaçu","2008",10791
"7423","4117214","Nova Santa Bárbara","2008",3952
"7424","4117222","Nova Santa Rosa","2008",7893
"7425","4117271","Nova Tebas","2008",8401
"7426","4117297","Novo Itacolomi","2008",2816
"7427","4117305","Ortigueira","2008",25043
"7428","4117404","Ourizona","2008",3384
"7429","4117453","Ouro Verde do Oeste","2008",5636
"7430","4117503","Paiçandu","2008",36336
"7431","4117602","Palmas","2008",42643
"7432","4117701","Palmeira","2008",32282
"7433","4117800","Palmital","2008",15699
"7434","4117909","Palotina","2008",28691
"7435","4118006","Paraíso do Norte","2008",11743
"7436","4118105","Paranacity","2008",9876
"7437","4118204","Paranaguá","2008",138748
"7438","4118303","Paranapoema","2008",2781
"7439","4118402","Paranavaí","2008",82133
"7440","4118451","Pato Bragado","2008",4867
"7441","4118501","Pato Branco","2008",69478
"7442","4118600","Paula Freitas","2008",5691
"7443","4118709","Paulo Frontin","2008",7327
"7444","4118808","Peabiru","2008",13371
"7445","4118857","Perobal","2008",5179
"7446","4118907","Pérola","2008",9637
"7447","4119004","Pérola d'Oeste","2008",7222
"7448","4119103","Piên","2008",11632
"7449","4119152","Pinhais","2008",116984
"7450","4119251","Pinhal de São Bento","2008",2598
"7451","4119202","Pinhalão","2008",6030
"7452","4119301","Pinhão","2008",30144
"7453","4119400","Piraí do Sul","2008",24139
"7454","4119509","Piraquara","2008",86012
"7455","4119608","Pitanga","2008",35155
"7456","4119657","Pitangueiras","2008",2786
"7457","4119707","Planaltina do Paraná","2008",3879
"7458","4119806","Planalto","2008",14007
"7459","4119905","Ponta Grossa","2008",311106
"7460","4119954","Pontal do Paraná","2008",17508
"7461","4120002","Porecatu","2008",14358
"7462","4120101","Porto Amazonas","2008",4341
"7463","4120150","Porto Barreiro","2008",3812
"7464","4120200","Porto Rico","2008",2526
"7465","4120309","Porto Vitória","2008",3856
"7466","4120333","Prado Ferreira","2008",3480
"7467","4120358","Pranchita","2008",5925
"7468","4120408","Presidente Castelo Branco","2008",4879
"7469","4120507","Primeiro de Maio","2008",11098
"7470","4120606","Prudentópolis","2008",50614
"7471","4120655","Quarto Centenário","2008",4927
"7472","4120705","Quatiguá","2008",7116
"7473","4120804","Quatro Barras","2008",19002
"7474","4120853","Quatro Pontes","2008",3789
"7475","4120903","Quedas do Iguaçu","2008",31572
"7476","4121000","Querência do Norte","2008",12235
"7477","4121109","Quinta do Sol","2008",5246
"7478","4121208","Quitandinha","2008",16497
"7479","4121257","Ramilândia","2008",4322
"7480","4121307","Rancho Alegre","2008",4097
"7481","4121356","Rancho Alegre D'Oeste","2008",2992
"7482","4121406","Realeza","2008",16276
"7483","4121505","Rebouças","2008",14558
"7484","4121604","Renascença","2008",6945
"7485","4121703","Reserva","2008",25059
"7486","4121752","Reserva do Iguaçu","2008",7383
"7487","4121802","Ribeirão Claro","2008",11223
"7488","4121901","Ribeirão do Pinhal","2008",13666
"7489","4122008","Rio Azul","2008",13702
"7490","4122107","Rio Bom","2008",3319
"7491","4122156","Rio Bonito do Iguaçu","2008",15009
"7492","4122172","Rio Branco do Ivaí","2008",3986
"7493","4122206","Rio Branco do Sul","2008",32815
"7494","4122305","Rio Negro","2008",30985
"7495","4122404","Rolândia","2008",55750
"7496","4122503","Roncador","2008",12442
"7497","4122602","Rondon","2008",9385
"7498","4122651","Rosário do Ivaí","2008",5890
"7499","4122701","Sabáudia","2008",5625
"7500","4122800","Salgado Filho","2008",4709
"7501","4122909","Salto do Itararé","2008",5177
"7502","4123006","Salto do Lontra","2008",12832
"7503","4123105","Santa Amélia","2008",4137
"7504","4123204","Santa Cecília do Pavão","2008",3732
"7505","4123303","Santa Cruz de Monte Castelo","2008",8074
"7506","4123402","Santa Fé","2008",10224
"7507","4123501","Santa Helena","2008",23872
"7508","4123600","Santa Inês","2008",1904
"7509","4123709","Santa Isabel do Ivaí","2008",8678
"7510","4123808","Santa Izabel do Oeste","2008",11753
"7511","4123824","Santa Lúcia","2008",3781
"7512","4123857","Santa Maria do Oeste","2008",11590
"7513","4123907","Santa Mariana","2008",12143
"7514","4123956","Santa Mônica","2008",3603
"7515","4124020","Santa Tereza do Oeste","2008",9462
"7516","4124053","Santa Terezinha de Itaipu","2008",20354
"7517","4124004","Santana do Itararé","2008",5696
"7518","4124103","Santo Antônio da Platina","2008",41844
"7519","4124202","Santo Antônio do Caiuá","2008",2748
"7520","4124301","Santo Antônio do Paraíso","2008",2361
"7521","4124400","Santo Antônio do Sudoeste","2008",19260
"7522","4124509","Santo Inácio","2008",4982
"7523","4124608","São Carlos do Ivaí","2008",5987
"7524","4124707","São Jerônimo da Serra","2008",11900
"7525","4124806","São João","2008",11198
"7526","4124905","São João do Caiuá","2008",6151
"7527","4125001","São João do Ivaí","2008",12022
"7528","4125100","São João do Triunfo","2008",14226
"7529","4125308","São Jorge do Ivaí","2008",5406
"7530","4125357","São Jorge do Patrocínio","2008",6134
"7531","4125209","São Jorge d'Oeste","2008",9213
"7532","4125407","São José da Boa Vista","2008",6386
"7533","4125456","São José das Palmeiras","2008",3960
"7534","4125506","São José dos Pinhais","2008",272530
"7535","4125555","São Manoel do Paraná","2008",2163
"7536","4125605","São Mateus do Sul","2008",40791
"7537","4125704","São Miguel do Iguaçu","2008",26284
"7538","4125753","São Pedro do Iguaçu","2008",6633
"7539","4125803","São Pedro do Ivaí","2008",9887
"7540","4125902","São Pedro do Paraná","2008",2580
"7541","4126009","São Sebastião da Amoreira","2008",8976
"7542","4126108","São Tomé","2008",5482
"7543","4126207","Sapopema","2008",6812
"7544","4126256","Sarandi","2008",83486
"7545","4126272","Saudade do Iguaçu","2008",5137
"7546","4126306","Sengés","2008",20213
"7547","4126355","Serranópolis do Iguaçu","2008",4400
"7548","4126405","Sertaneja","2008",5984
"7549","4126504","Sertanópolis","2008",16027
"7550","4126603","Siqueira Campos","2008",17293
"7551","4126652","Sulina","2008",3481
"7552","4126678","Tamarana","2008",11413
"7553","4126702","Tamboara","2008",4757
"7554","4126801","Tapejara","2008",15170
"7555","4126900","Tapira","2008",5944
"7556","4127007","Teixeira Soares","2008",10337
"7557","4127106","Telêmaco Borba","2008",68584
"7558","4127205","Terra Boa","2008",15041
"7559","4127304","Terra Rica","2008",14955
"7560","4127403","Terra Roxa","2008",16707
"7561","4127502","Tibagi","2008",19345
"7562","4127601","Tijucas do Sul","2008",13633
"7563","4127700","Toledo","2008",115136
"7564","4127809","Tomazina","2008",8920
"7565","4127858","Três Barras do Paraná","2008",12073
"7566","4127882","Tunas do Paraná","2008",6465
"7567","4127908","Tuneiras do Oeste","2008",8806
"7568","4127957","Tupãssi","2008",7960
"7569","4127965","Turvo","2008",14391
"7570","4128005","Ubiratã","2008",21672
"7571","4128104","Umuarama","2008",98855
"7572","4128203","União da Vitória","2008",53048
"7573","4128302","Uniflor","2008",2484
"7574","4128401","Uraí","2008",11793
"7575","4128534","Ventania","2008",10948
"7576","4128559","Vera Cruz do Oeste","2008",9301
"7577","4128609","Verê","2008",8144
"7578","4128658","Virmond","2008",4163
"7579","4128708","Vitorino","2008",6513
"7580","4128500","Wenceslau Braz","2008",19149
"7581",NA,"Xambrê","2008",5896
"7582","4100103","Abatiá","2009",7928
"7583","4100202","Adrianópolis","2009",6856
"7584","4100301","Agudos do Sul","2009",8735
"7585","4100400","Almirante Tamandaré","2009",97523
"7586","4100459","Altamira do Paraná","2009",3799
"7587","4128625","Alto Paraíso","2009",3217
"7588","4100608","Alto Paraná","2009",13435
"7589","4100707","Alto Piquiri","2009",10406
"7590","4100509","Altônia","2009",20764
"7591","4100806","Alvorada do Sul","2009",9255
"7592","4100905","Amaporã","2009",5447
"7593","4101002","Ampére","2009",18041
"7594","4101051","Anahy","2009",2926
"7595","4101101","Andirá","2009",21964
"7596","4101150","Ângulo","2009",2893
"7597","4101200","Antonina","2009",17743
"7598","4101309","Antônio Olinto","2009",7750
"7599","4101408","Apucarana","2009",121290
"7600","4101507","Arapongas","2009",103025
"7601","4101606","Arapoti","2009",26998
"7602","4101655","Arapuã","2009",4017
"7603","4101705","Araruna","2009",12962
"7604","4101804","Araucária","2009",117964
"7605","4101853","Ariranha do Ivaí","2009",2533
"7606","4101903","Assaí","2009",16112
"7607","4102000","Assis Chateaubriand","2009",33023
"7608","4102109","Astorga","2009",25164
"7609","4102208","Atalaia","2009",3645
"7610","4102307","Balsa Nova","2009",11252
"7611","4102406","Bandeirantes","2009",32994
"7612","4102505","Barbosa Ferraz","2009",13995
"7613","4102703","Barra do Jacaré","2009",2860
"7614","4102604","Barracão","2009",9267
"7615","4102752","Bela Vista da Caroba","2009",4176
"7616","4102802","Bela Vista do Paraíso","2009",15496
"7617","4102901","Bituruna","2009",16803
"7618","4103008","Boa Esperança","2009",4742
"7619","4103024","Boa Esperança do Iguaçu","2009",2898
"7620","4103040","Boa Ventura de São Roque","2009",6964
"7621","4103057","Boa Vista da Aparecida","2009",7919
"7622","4103107","Bocaiúva do Sul","2009",9989
"7623","4103156","Bom Jesus do Sul","2009",3879
"7624","4103206","Bom Sucesso","2009",6676
"7625","4103222","Bom Sucesso do Sul","2009",3075
"7626","4103305","Borrazópolis","2009",8235
"7627","4103354","Braganey","2009",6209
"7628","4103370","Brasilândia do Sul","2009",3260
"7629","4103404","Cafeara","2009",2853
"7630","4103453","Cafelândia","2009",14034
"7631","4103479","Cafezal do Sul","2009",4313
"7632","4103503","Califórnia","2009",7767
"7633","4103602","Cambará","2009",25102
"7634","4103701","Cambé","2009",97329
"7635","4103800","Cambira","2009",7142
"7636","4103909","Campina da Lagoa","2009",16243
"7637","4103958","Campina do Simão","2009",4272
"7638","4104006","Campina Grande do Sul","2009",36825
"7639","4104055","Campo Bonito","2009",4385
"7640","4104105","Campo do Tenente","2009",6715
"7641","4104204","Campo Largo","2009",112548
"7642","4104253","Campo Magro","2009",23607
"7643","4104303","Campo Mourão","2009",85896
"7644","4104402","Cândido de Abreu","2009",18100
"7645","4104428","Candói","2009",16271
"7646","4104451","Cantagalo","2009",12733
"7647","4104501","Capanema","2009",18681
"7648","4104600","Capitão Leônidas Marques","2009",13870
"7649","4104659","Carambeí","2009",17537
"7650","4104709","Carlópolis","2009",13581
"7651","4104808","Cascavel","2009",296254
"7652","4104907","Castro","2009",68071
"7653","4105003","Catanduvas","2009",9673
"7654","4105102","Centenário do Sul","2009",11474
"7655","4105201","Cerro Azul","2009",18660
"7656","4105300","Céu Azul","2009",11413
"7657","4105409","Chopinzinho","2009",19517
"7658","4105508","Cianorte","2009",68629
"7659","4105607","Cidade Gaúcha","2009",11079
"7660","4105706","Clevelândia","2009",17995
"7661","4105805","Colombo","2009",247268
"7662","4105904","Colorado","2009",21789
"7663","4106001","Congonhinhas","2009",9035
"7664","4106100","Conselheiro Mairinck","2009",3700
"7665","4106209","Contenda","2009",15728
"7666","4106308","Corbélia","2009",15850
"7667","4106407","Cornélio Procópio","2009",48544
"7668","4106456","Coronel Domingos Soares","2009",7864
"7669","4106506","Coronel Vivida","2009",21830
"7670","4106555","Corumbataí do Sul","2009",4220
"7671","4106803","Cruz Machado","2009",19132
"7672","4106571","Cruzeiro do Iguaçu","2009",4225
"7673","4106605","Cruzeiro do Oeste","2009",20856
"7674","4106704","Cruzeiro do Sul","2009",4574
"7675","4106852","Cruzmaltina","2009",3128
"7676","4106902","Curitiba","2009",1851215
"7677","4107009","Curiúva","2009",15217
"7678","4107108","Diamante do Norte","2009",5668
"7679","4107124","Diamante do Sul","2009",3791
"7680","4107157","Diamante D'Oeste","2009",5129
"7681","4107207","Dois Vizinhos","2009",35707
"7682","4107256","Douradina","2009",6853
"7683","4107306","Doutor Camargo","2009",5753
"7684","4128633","Doutor Ulysses","2009",6145
"7685","4107405","Enéas Marques","2009",6066
"7686","4107504","Engenheiro Beltrão","2009",14280
"7687","4107538","Entre Rios do Oeste","2009",4113
"7688","4107520","Esperança Nova","2009",1836
"7689","4107546","Espigão Alto do Iguaçu","2009",5200
"7690","4107553","Farol","2009",3354
"7691","4107603","Faxinal","2009",16032
"7692","4107652","Fazenda Rio Grande","2009",80868
"7693","4107702","Fênix","2009",5017
"7694","4107736","Fernandes Pinheiro","2009",5696
"7695","4107751","Figueira","2009",8485
"7696","4107850","Flor da Serra do Sul","2009",4742
"7697","4107801","Floraí","2009",5158
"7698","4107900","Floresta","2009",5417
"7699","4108007","Florestópolis","2009",11795
"7700","4108106","Flórida","2009",2535
"7701","4108205","Formosa do Oeste","2009",7453
"7702","4108304","Foz do Iguaçu","2009",325137
"7703","4108452","Foz do Jordão","2009",5881
"7704","4108320","Francisco Alves","2009",6389
"7705","4108403","Francisco Beltrão","2009",76311
"7706","4108502","General Carneiro","2009",15275
"7707","4108551","Godoy Moreira","2009",3616
"7708","4108601","Goioerê","2009",29704
"7709","4108650","Goioxim","2009",8240
"7710","4108700","Grandes Rios","2009",7839
"7711","4108809","Guaíra","2009",29664
"7712","4108908","Guairaçá","2009",5867
"7713","4108957","Guamiranga","2009",7918
"7714","4109005","Guapirama","2009",3645
"7715","4109104","Guaporema","2009",2250
"7716","4109203","Guaraci","2009",5183
"7717","4109302","Guaraniaçu","2009",16161
"7718","4109401","Guarapuava","2009",172728
"7719","4109500","Guaraqueçaba","2009",7843
"7720","4109609","Guaratuba","2009",32806
"7721","4109658","Honório Serpa","2009",6180
"7722","4109708","Ibaiti","2009",29441
"7723","4109757","Ibema","2009",6144
"7724","4109807","Ibiporã","2009",47514
"7725","4109906","Icaraíma","2009",9296
"7726","4110003","Iguaraçu","2009",3907
"7727","4110052","Iguatu","2009",2372
"7728","4110078","Imbaú","2009",12040
"7729","4110102","Imbituva","2009",28660
"7730","4110201","Inácio Martins","2009",11431
"7731","4110300","Inajá","2009",2876
"7732","4110409","Indianópolis","2009",4258
"7733","4110508","Ipiranga","2009",14655
"7734","4110607","Iporã","2009",15227
"7735","4110656","Iracema do Oeste","2009",2567
"7736","4110706","Irati","2009",56483
"7737","4110805","Iretama","2009",11510
"7738","4110904","Itaguajé","2009",4589
"7739","4110953","Itaipulândia","2009",9349
"7740","4111001","Itambaracá","2009",7128
"7741","4111100","Itambé","2009",6082
"7742","4111209","Itapejara d'Oeste","2009",11270
"7743","4111258","Itaperuçu","2009",23501
"7744","4111308","Itaúna do Sul","2009",3621
"7745","4111407","Ivaí","2009",13533
"7746","4111506","Ivaiporã","2009",32157
"7747","4111555","Ivaté","2009",8294
"7748","4111605","Ivatuba","2009",2786
"7749","4111704","Jaboti","2009",5307
"7750","4111803","Jacarezinho","2009",40582
"7751","4111902","Jaguapitã","2009",12414
"7752","4112009","Jaguariaíva","2009",33244
"7753","4112108","Jandaia do Sul","2009",20159
"7754","4112207","Janiópolis","2009",6983
"7755","4112306","Japira","2009",4797
"7756","4112405","Japurá","2009",8663
"7757","4112504","Jardim Alegre","2009",14976
"7758","4112603","Jardim Olinda","2009",1494
"7759","4112702","Jataizinho","2009",11604
"7760","4112751","Jesuítas","2009",8849
"7761","4112801","Joaquim Távora","2009",10755
"7762","4112900","Jundiaí do Sul","2009",3777
"7763","4112959","Juranda","2009",7822
"7764","4113007","Jussara","2009",6240
"7765","4113106","Kaloré","2009",4718
"7766","4113205","Lapa","2009",42933
"7767","4113254","Laranjal","2009",6339
"7768","4113304","Laranjeiras do Sul","2009",31641
"7769","4113403","Leópolis","2009",4316
"7770","4113429","Lidianópolis","2009",4083
"7771","4113452","Lindoeste","2009",5419
"7772","4113502","Loanda","2009",20103
"7773","4113601","Lobato","2009",4405
"7774","4113700","Londrina","2009",510707
"7775","4113734","Luiziana","2009",7357
"7776","4113759","Lunardelli","2009",5094
"7777","4113809","Lupionópolis","2009",4538
"7778","4113908","Mallet","2009",12784
"7779","4114005","Mamborê","2009",14332
"7780","4114104","Mandaguaçu","2009",19270
"7781","4114203","Mandaguari","2009",33109
"7782","4114302","Mandirituba","2009",21885
"7783","4114351","Manfrinópolis","2009",3283
"7784","4114401","Mangueirinha","2009",17526
"7785","4114500","Manoel Ribas","2009",13113
"7786","4114609","Marechal Cândido Rondon","2009",47048
"7787","4114708","Maria Helena","2009",6115
"7788","4114807","Marialva","2009",31397
"7789","4114906","Marilândia do Sul","2009",9197
"7790","4115002","Marilena","2009",6704
"7791","4115101","Mariluz","2009",10861
"7792","4115200","Maringá","2009",335511
"7793","4115309","Mariópolis","2009",5944
"7794","4115358","Maripá","2009",5673
"7795","4115408","Marmeleiro","2009",13463
"7796","4115457","Marquinho","2009",5258
"7797","4115507","Marumbi","2009",4154
"7798","4115606","Matelândia","2009",16217
"7799","4115705","Matinhos","2009",23925
"7800","4115739","Mato Rico","2009",4205
"7801","4115754","Mauá da Serra","2009",8446
"7802","4115804","Medianeira","2009",39857
"7803","4115853","Mercedes","2009",4902
"7804","4115903","Mirador","2009",2371
"7805","4116000","Miraselva","2009",1946
"7806","4116059","Missal","2009",10760
"7807","4116109","Moreira Sales","2009",13238
"7808","4116208","Morretes","2009",17000
"7809","4116307","Munhoz de Melo","2009",3714
"7810","4116406","Nossa Senhora das Graças","2009",4055
"7811","4116505","Nova Aliança do Ivaí","2009",1434
"7812","4116604","Nova América da Colina","2009",3331
"7813","4116703","Nova Aurora","2009",11636
"7814","4116802","Nova Cantu","2009",7481
"7815","4116901","Nova Esperança","2009",26591
"7816","4116950","Nova Esperança do Sudoeste","2009",5337
"7817","4117008","Nova Fátima","2009",8259
"7818","4117057","Nova Laranjeiras","2009",11577
"7819","4117107","Nova Londrina","2009",12898
"7820","4117206","Nova Olímpia","2009",5391
"7821","4117255","Nova Prata do Iguaçu","2009",10822
"7822","4117214","Nova Santa Bárbara","2009",3984
"7823","4117222","Nova Santa Rosa","2009",7965
"7824","4117271","Nova Tebas","2009",8283
"7825","4117297","Novo Itacolomi","2009",2808
"7826","4117305","Ortigueira","2009",25002
"7827","4117404","Ourizona","2009",3380
"7828","4117453","Ouro Verde do Oeste","2009",5648
"7829","4117503","Paiçandu","2009",36876
"7830","4117602","Palmas","2009",43409
"7831","4117701","Palmeira","2009",32401
"7832","4117800","Palmital","2009",15548
"7833","4117909","Palotina","2009",28966
"7834","4118006","Paraíso do Norte","2009",11939
"7835","4118105","Paranacity","2009",9946
"7836","4118204","Paranaguá","2009",139796
"7837","4118303","Paranapoema","2009",2818
"7838","4118402","Paranavaí","2009",82716
"7839","4118451","Pato Bragado","2009",4947
"7840","4118501","Pato Branco","2009",70160
"7841","4118600","Paula Freitas","2009",5751
"7842","4118709","Paulo Frontin","2009",7398
"7843","4118808","Peabiru","2009",13347
"7844","4118857","Perobal","2009",5163
"7845","4118907","Pérola","2009",9665
"7846","4119004","Pérola d'Oeste","2009",7202
"7847","4119103","Piên","2009",11811
"7848","4119152","Pinhais","2009",118319
"7849","4119251","Pinhal de São Bento","2009",2600
"7850","4119202","Pinhalão","2009",6005
"7851","4119301","Pinhão","2009",30295
"7852","4119400","Piraí do Sul","2009",24374
"7853","4119509","Piraquara","2009",87285
"7854","4119608","Pitanga","2009",35052
"7855","4119657","Pitangueiras","2009",2822
"7856","4119707","Planaltina do Paraná","2009",3864
"7857","4119806","Planalto","2009",13983
"7858","4119905","Ponta Grossa","2009",314681
"7859","4119954","Pontal do Paraná","2009",17820
"7860","4120002","Porecatu","2009",14189
"7861","4120101","Porto Amazonas","2009",4348
"7862","4120150","Porto Barreiro","2009",3768
"7863","4120200","Porto Rico","2009",2521
"7864","4120309","Porto Vitória","2009",3833
"7865","4120333","Prado Ferreira","2009",3510
"7866","4120358","Pranchita","2009",5885
"7867","4120408","Presidente Castelo Branco","2009",4934
"7868","4120507","Primeiro de Maio","2009",11126
"7869","4120606","Prudentópolis","2009",51008
"7870","4120655","Quarto Centenário","2009",4881
"7871","4120705","Quatiguá","2009",7148
"7872","4120804","Quatro Barras","2009",19277
"7873","4120853","Quatro Pontes","2009",3800
"7874","4120903","Quedas do Iguaçu","2009",31976
"7875","4121000","Querência do Norte","2009",12306
"7876","4121109","Quinta do Sol","2009",5189
"7877","4121208","Quitandinha","2009",16608
"7878","4121257","Ramilândia","2009",4365
"7879","4121307","Rancho Alegre","2009",4083
"7880","4121356","Rancho Alegre D'Oeste","2009",2976
"7881","4121406","Realeza","2009",16288
"7882","4121505","Rebouças","2009",14637
"7883","4121604","Renascença","2009",6937
"7884","4121703","Reserva","2009",25148
"7885","4121752","Reserva do Iguaçu","2009",7449
"7886","4121802","Ribeirão Claro","2009",11246
"7887","4121901","Ribeirão do Pinhal","2009",13584
"7888","4122008","Rio Azul","2009",13760
"7889","4122107","Rio Bom","2009",3292
"7890","4122156","Rio Bonito do Iguaçu","2009",15121
"7891","4122172","Rio Branco do Ivaí","2009",4006
"7892","4122206","Rio Branco do Sul","2009",33142
"7893","4122305","Rio Negro","2009",31191
"7894","4122404","Rolândia","2009",56352
"7895","4122503","Roncador","2009",12309
"7896","4122602","Rondon","2009",9465
"7897","4122651","Rosário do Ivaí","2009",5813
"7898","4122701","Sabáudia","2009",5642
"7899","4122800","Salgado Filho","2009",4640
"7900","4122909","Salto do Itararé","2009",5134
"7901","4123006","Salto do Lontra","2009",12828
"7902","4123105","Santa Amélia","2009",4105
"7903","4123204","Santa Cecília do Pavão","2009",3695
"7904","4123303","Santa Cruz de Monte Castelo","2009",8015
"7905","4123402","Santa Fé","2009",10354
"7906","4123501","Santa Helena","2009",24198
"7907","4123600","Santa Inês","2009",1882
"7908","4123709","Santa Isabel do Ivaí","2009",8621
"7909","4123808","Santa Izabel do Oeste","2009",11747
"7910","4123824","Santa Lúcia","2009",3743
"7911","4123857","Santa Maria do Oeste","2009",11369
"7912","4123907","Santa Mariana","2009",11996
"7913","4123956","Santa Mônica","2009",3642
"7914","4124020","Santa Tereza do Oeste","2009",9320
"7915","4124053","Santa Terezinha de Itaipu","2009",20539
"7916","4124004","Santana do Itararé","2009",5697
"7917","4124103","Santo Antônio da Platina","2009",42002
