"","Localidade","Variável","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020"
"547","Faxinal","Profissionais de Saúde - Médicos",13,13,13,13,13,13,11,10,12,9,10
"548","Faxinal","Profissionais de Saúde - Enfermeiros",9,5,5,5,5,4,5,5,8,9,9
"549","Faxinal","Profissionais de Saúde - Dentistas",11,12,12,12,11,11,11,9,11,9,12
"550","Faxinal","Profissionais de Saúde - Farmacêuticos",4,5,5,2,2,3,2,3,1,1,NA
"551","Fazenda Rio Grande","Profissionais de Saúde - Total",67,88,94,96,103,90,98,102,97,116,158
"552","Fazenda Rio Grande","Profissionais de Saúde - Médicos",26,36,38,41,44,33,38,37,37,49,74
"553","Fazenda Rio Grande","Profissionais de Saúde - Enfermeiros",19,23,29,31,35,33,34,36,32,35,48
"554","Fazenda Rio Grande","Profissionais de Saúde - Dentistas",15,20,19,20,21,21,20,22,22,25,27
"555","Fazenda Rio Grande","Profissionais de Saúde - Farmacêuticos",7,9,8,4,3,3,6,7,6,7,9
"556","Fênix","Profissionais de Saúde - Total",7,7,11,9,9,8,8,11,11,11,10
"557","Fênix","Profissionais de Saúde - Médicos",NA,2,3,1,1,1,1,3,2,2,1
"558","Fênix","Profissionais de Saúde - Enfermeiros",2,1,2,4,4,3,3,3,4,5,5
"559","Fênix","Profissionais de Saúde - Dentistas",4,3,4,3,3,3,3,3,3,3,2
"560","Fênix","Profissionais de Saúde - Farmacêuticos",1,1,2,1,1,1,1,2,2,1,2
"561","Fernandes Pinheiro","Profissionais de Saúde - Total",13,14,14,15,16,17,16,20,22,23,22
"562","Fernandes Pinheiro","Profissionais de Saúde - Médicos",4,4,4,3,5,5,4,7,9,9,7
"563","Fernandes Pinheiro","Profissionais de Saúde - Enfermeiros",3,4,4,5,3,4,4,5,4,4,5
"564","Fernandes Pinheiro","Profissionais de Saúde - Dentistas",5,5,5,5,6,6,6,6,6,6,6
"565","Fernandes Pinheiro","Profissionais de Saúde - Farmacêuticos",1,1,1,2,2,2,2,2,3,4,4
"566","Figueira","Profissionais de Saúde - Total",18,18,16,14,17,18,16,19,18,16,17
"567","Figueira","Profissionais de Saúde - Médicos",6,6,4,3,5,5,4,5,5,3,3
"568","Figueira","Profissionais de Saúde - Enfermeiros",5,4,4,5,5,6,6,6,6,6,6
"569","Figueira","Profissionais de Saúde - Dentistas",5,6,6,5,5,5,5,6,5,5,6
"570","Figueira","Profissionais de Saúde - Farmacêuticos",2,2,2,1,2,2,1,2,2,2,2
"571","Flor da Serra do Sul","Profissionais de Saúde - Total",12,12,10,11,14,12,14,13,15,18,17
"572","Flor da Serra do Sul","Profissionais de Saúde - Médicos",4,4,2,3,5,3,4,3,3,4,4
"573","Flor da Serra do Sul","Profissionais de Saúde - Enfermeiros",4,3,3,3,3,3,5,5,5,6,6
"574","Flor da Serra do Sul","Profissionais de Saúde - Dentistas",3,4,4,4,4,4,4,4,6,6,5
"575","Flor da Serra do Sul","Profissionais de Saúde - Farmacêuticos",1,1,1,1,2,2,1,1,1,2,2
"576","Floraí","Profissionais de Saúde - Total",19,15,19,15,18,16,14,17,19,21,20
"577","Floraí","Profissionais de Saúde - Médicos",5,3,4,3,4,3,3,3,3,4,3
"578","Floraí","Profissionais de Saúde - Enfermeiros",5,3,5,5,6,5,3,8,8,8,8
"579","Floraí","Profissionais de Saúde - Dentistas",7,7,7,7,8,8,8,6,6,7,7
"580","Floraí","Profissionais de Saúde - Farmacêuticos",2,2,3,NA,NA,NA,NA,NA,2,2,2
"581","Floresta","Profissionais de Saúde - Total",22,18,23,17,22,22,26,27,27,25,29
"582","Floresta","Profissionais de Saúde - Médicos",8,4,8,5,7,9,8,11,7,8,9
"583","Floresta","Profissionais de Saúde - Enfermeiros",5,6,7,7,9,7,8,7,7,7,9
"584","Floresta","Profissionais de Saúde - Dentistas",8,6,6,5,5,5,8,8,11,8,7
"585","Floresta","Profissionais de Saúde - Farmacêuticos",1,2,2,NA,1,1,2,1,2,2,4
"586","Florestópolis","Profissionais de Saúde - Total",22,28,29,36,38,40,43,29,30,31,34
"587","Florestópolis","Profissionais de Saúde - Médicos",7,11,9,16,14,16,19,11,10,11,11
"588","Florestópolis","Profissionais de Saúde - Enfermeiros",8,8,9,10,11,12,13,11,12,12,15
"589","Florestópolis","Profissionais de Saúde - Dentistas",5,6,7,6,8,8,9,6,7,7,7
"590","Florestópolis","Profissionais de Saúde - Farmacêuticos",2,3,4,4,5,4,2,1,1,1,1
"591","Flórida","Profissionais de Saúde - Total",5,6,10,11,11,9,10,10,11,14,17
"592","Flórida","Profissionais de Saúde - Médicos",1,1,1,3,3,1,2,2,3,3,5
"593","Flórida","Profissionais de Saúde - Enfermeiros",2,3,6,6,6,6,6,6,6,9,10
"594","Flórida","Profissionais de Saúde - Dentistas",1,1,1,1,1,1,1,1,1,1,1
"595","Flórida","Profissionais de Saúde - Farmacêuticos",1,1,2,1,1,1,1,1,1,1,1
"596","Formosa do Oeste","Profissionais de Saúde - Total",18,18,18,20,16,16,19,22,18,25,23
"597","Formosa do Oeste","Profissionais de Saúde - Médicos",4,4,3,4,5,4,6,8,6,8,7
"598","Formosa do Oeste","Profissionais de Saúde - Enfermeiros",5,7,8,10,7,7,8,8,8,11,12
"599","Formosa do Oeste","Profissionais de Saúde - Dentistas",6,5,5,6,4,5,5,5,3,5,3
"600","Formosa do Oeste","Profissionais de Saúde - Farmacêuticos",3,2,2,NA,NA,NA,NA,1,1,1,1
"601","Foz do Iguaçu","Profissionais de Saúde - Total",798,789,847,828,873,908,991,NA,NA,NA,NA
"602","Foz do Iguaçu","Profissionais de Saúde - Médicos",356,347,364,380,418,426,454,504,519,578,660
"603","Foz do Iguaçu","Profissionais de Saúde - Enfermeiros",192,197,224,220,224,248,300,281,305,363,465
"604","Foz do Iguaçu","Profissionais de Saúde - Dentistas",196,191,202,199,202,190,194,195,204,223,193
"605","Foz do Iguaçu","Profissionais de Saúde - Farmacêuticos",54,54,57,29,29,44,43,45,53,64,84
"606","Foz do Jordão","Profissionais de Saúde - Total",7,7,8,13,12,15,12,13,11,11,15
"607","Foz do Jordão","Profissionais de Saúde - Médicos",NA,NA,NA,2,3,3,1,2,NA,2,4
"608","Foz do Jordão","Profissionais de Saúde - Enfermeiros",4,4,5,7,6,6,6,7,6,4,6
"609","Foz do Jordão","Profissionais de Saúde - Dentistas",2,2,2,3,2,5,5,4,4,4,4
"610","Foz do Jordão","Profissionais de Saúde - Farmacêuticos",1,1,1,1,1,1,NA,NA,1,1,1
"611","Francisco Alves","Profissionais de Saúde - Total",10,6,3,11,15,13,12,17,17,18,28
"612","Francisco Alves","Profissionais de Saúde - Médicos",4,3,1,3,3,2,2,3,3,4,7
"613","Francisco Alves","Profissionais de Saúde - Enfermeiros",3,1,NA,5,7,6,5,8,8,8,14
"614","Francisco Alves","Profissionais de Saúde - Dentistas",2,1,1,2,3,3,3,4,4,4,4
"615","Francisco Alves","Profissionais de Saúde - Farmacêuticos",1,1,1,1,2,2,2,2,2,2,3
"616","Francisco Beltrão","Profissionais de Saúde - Total",349,341,358,357,384,406,448,485,548,602,657
"617","Francisco Beltrão","Profissionais de Saúde - Médicos",131,123,127,139,155,166,176,198,226,253,256
"618","Francisco Beltrão","Profissionais de Saúde - Enfermeiros",105,103,110,113,119,126,142,147,161,185,215
"619","Francisco Beltrão","Profissionais de Saúde - Dentistas",75,78,79,84,88,90,99,107,119,120,119
"620","Francisco Beltrão","Profissionais de Saúde - Farmacêuticos",38,37,42,21,22,24,31,33,42,44,57
"621","General Carneiro","Profissionais de Saúde - Total",19,19,19,21,22,22,22,24,21,22,25
"622","General Carneiro","Profissionais de Saúde - Médicos",6,6,6,7,7,6,7,9,6,7,8
"623","General Carneiro","Profissionais de Saúde - Enfermeiros",7,7,7,8,9,10,9,9,8,8,10
"624","General Carneiro","Profissionais de Saúde - Dentistas",4,4,3,4,4,4,4,4,5,5,5
"625","General Carneiro","Profissionais de Saúde - Farmacêuticos",2,2,3,2,2,2,2,2,2,2,2
"626","Godoy Moreira","Profissionais de Saúde - Total",6,7,7,8,8,12,12,10,10,12,10
"627","Godoy Moreira","Profissionais de Saúde - Médicos",3,1,1,1,1,3,3,1,1,1,1
"628","Godoy Moreira","Profissionais de Saúde - Enfermeiros",1,3,3,4,4,7,7,6,6,6,6
"629","Godoy Moreira","Profissionais de Saúde - Dentistas",1,2,2,2,2,1,1,1,2,3,2
"630","Godoy Moreira","Profissionais de Saúde - Farmacêuticos",1,1,1,1,1,1,1,2,1,2,1
"631","Goioerê","Profissionais de Saúde - Total",82,80,80,71,67,69,67,69,77,85,100
"632","Goioerê","Profissionais de Saúde - Médicos",23,24,22,20,18,20,24,24,27,27,34
"633","Goioerê","Profissionais de Saúde - Enfermeiros",24,22,22,21,18,14,11,16,18,25,31
"634","Goioerê","Profissionais de Saúde - Dentistas",26,25,27,26,27,30,30,25,26,26,27
"635","Goioerê","Profissionais de Saúde - Farmacêuticos",9,9,9,4,4,5,2,4,6,7,8
"636","Goioxim","Profissionais de Saúde - Total",8,10,11,11,14,10,8,11,12,16,17
"637","Goioxim","Profissionais de Saúde - Médicos",2,2,3,3,4,3,2,3,4,4,5
"638","Goioxim","Profissionais de Saúde - Enfermeiros",3,3,4,4,6,4,3,5,5,8,9
"639","Goioxim","Profissionais de Saúde - Dentistas",2,4,3,3,3,2,2,2,2,3,2
"640","Goioxim","Profissionais de Saúde - Farmacêuticos",1,1,1,1,1,1,1,1,1,1,1
"641","Grandes Rios","Profissionais de Saúde - Total",13,11,12,13,14,18,17,15,17,16,16
"642","Grandes Rios","Profissionais de Saúde - Médicos",2,1,1,1,3,4,4,2,2,1,NA
"643","Grandes Rios","Profissionais de Saúde - Enfermeiros",4,4,4,7,7,8,7,7,7,8,9
"644","Grandes Rios","Profissionais de Saúde - Dentistas",5,4,5,4,3,5,5,5,6,5,5
"645","Grandes Rios","Profissionais de Saúde - Farmacêuticos",2,2,2,1,1,1,1,1,2,2,2
"646","Guaíra","Profissionais de Saúde - Total",56,59,68,65,89,81,95,97,109,111,118
"647","Guaíra","Profissionais de Saúde - Médicos",23,23,22,30,34,36,41,43,47,47,51
"648","Guaíra","Profissionais de Saúde - Enfermeiros",8,10,16,17,32,23,32,34,39,40,43
"649","Guaíra","Profissionais de Saúde - Dentistas",16,16,18,17,20,19,19,17,19,19,19
"650","Guaíra","Profissionais de Saúde - Farmacêuticos",9,10,12,1,3,3,3,3,4,5,5
"651","Guairaçá","Profissionais de Saúde - Total",18,13,12,12,15,15,18,21,23,18,20
"652","Guairaçá","Profissionais de Saúde - Médicos",7,5,4,2,3,4,5,6,8,4,5
"653","Guairaçá","Profissionais de Saúde - Enfermeiros",5,4,4,5,7,5,5,8,9,7,7
"654","Guairaçá","Profissionais de Saúde - Dentistas",4,3,3,4,4,5,6,6,5,5,6
"655","Guairaçá","Profissionais de Saúde - Farmacêuticos",2,1,1,1,1,1,2,1,1,2,2
"656","Guamiranga","Profissionais de Saúde - Total",17,17,20,20,20,20,18,19,21,21,18
"657","Guamiranga","Profissionais de Saúde - Médicos",2,3,5,6,6,7,6,6,8,8,5
"658","Guamiranga","Profissionais de Saúde - Enfermeiros",6,5,5,5,5,6,5,7,7,7,7
"659","Guamiranga","Profissionais de Saúde - Dentistas",7,7,8,9,9,7,7,6,6,6,6
"660","Guamiranga","Profissionais de Saúde - Farmacêuticos",2,2,2,NA,NA,NA,NA,NA,NA,NA,NA
"661","Guapirama","Profissionais de Saúde - Total",7,6,6,6,5,6,8,7,6,6,14
"662","Guapirama","Profissionais de Saúde - Médicos",1,1,1,1,1,1,2,1,1,1,6
"663","Guapirama","Profissionais de Saúde - Enfermeiros",4,3,3,3,2,2,3,3,2,3,6
"664","Guapirama","Profissionais de Saúde - Dentistas",2,2,2,2,2,3,3,3,3,2,2
"665","Guapirama","Profissionais de Saúde - Farmacêuticos",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"666","Guaporema","Profissionais de Saúde - Total",3,3,5,5,8,8,7,6,5,5,5
"667","Guaporema","Profissionais de Saúde - Médicos",NA,NA,NA,NA,3,3,3,2,1,1,1
"668","Guaporema","Profissionais de Saúde - Enfermeiros",2,2,2,2,2,2,2,2,2,2,2
"669","Guaporema","Profissionais de Saúde - Dentistas",1,1,2,2,2,2,1,1,1,1,1
"670","Guaporema","Profissionais de Saúde - Farmacêuticos",NA,NA,1,1,1,1,1,1,1,1,1
"671","Guaraci","Profissionais de Saúde - Total",9,8,11,8,10,9,9,13,15,17,16
"672","Guaraci","Profissionais de Saúde - Médicos",3,2,2,1,3,3,3,4,8,5,5
"673","Guaraci","Profissionais de Saúde - Enfermeiros",3,2,3,3,3,2,2,4,4,7,7
"674","Guaraci","Profissionais de Saúde - Dentistas",3,3,3,3,3,3,3,3,3,3,2
"675","Guaraci","Profissionais de Saúde - Farmacêuticos",NA,1,3,1,1,1,1,2,NA,2,2
"676","Guaraniaçu","Profissionais de Saúde - Total",33,23,25,25,28,24,33,41,35,38,38
"677","Guaraniaçu","Profissionais de Saúde - Médicos",10,5,4,4,5,6,9,9,8,11,12
"678","Guaraniaçu","Profissionais de Saúde - Enfermeiros",10,4,7,9,11,9,10,17,14,12,12
"679","Guaraniaçu","Profissionais de Saúde - Dentistas",11,11,10,11,11,9,12,12,11,11,11
"680","Guaraniaçu","Profissionais de Saúde - Farmacêuticos",2,3,4,1,1,NA,2,3,2,4,3
"681","Guarapuava","Profissionais de Saúde - Total",433,454,502,504,551,567,615,632,657,713,767
"682","Guarapuava","Profissionais de Saúde - Médicos",224,212,223,238,263,269,278,286,300,340,336
"683","Guarapuava","Profissionais de Saúde - Enfermeiros",79,101,132,137,157,158,190,198,204,209,252
"684","Guarapuava","Profissionais de Saúde - Dentistas",100,106,107,114,111,117,124,123,127,134,131
"685","Guarapuava","Profissionais de Saúde - Farmacêuticos",30,35,40,15,20,23,23,25,26,30,40
"686","Guaraqueçaba","Profissionais de Saúde - Total",12,20,24,19,22,19,18,18,21,27,27
"687","Guaraqueçaba","Profissionais de Saúde - Médicos",4,7,9,9,9,9,8,9,7,13,11
"688","Guaraqueçaba","Profissionais de Saúde - Enfermeiros",4,6,6,5,7,5,5,3,7,6,8
"689","Guaraqueçaba","Profissionais de Saúde - Dentistas",3,3,5,4,4,4,3,4,5,5,5
"690","Guaraqueçaba","Profissionais de Saúde - Farmacêuticos",1,4,4,1,2,1,2,2,2,3,3
"691","Guaratuba","Profissionais de Saúde - Total",54,55,62,61,76,83,81,85,92,96,97
"692","Guaratuba","Profissionais de Saúde - Médicos",25,21,22,21,27,29,28,30,37,40,40
"693","Guaratuba","Profissionais de Saúde - Enfermeiros",12,14,20,20,24,27,27,27,27,29,31
"694","Guaratuba","Profissionais de Saúde - Dentistas",13,14,14,17,22,24,23,24,23,22,22
"695","Guaratuba","Profissionais de Saúde - Farmacêuticos",4,6,6,3,3,3,3,4,5,5,4
"696","Honório Serpa","Profissionais de Saúde - Total",14,12,14,21,20,20,16,20,19,20,24
"697","Honório Serpa","Profissionais de Saúde - Médicos",5,3,3,8,8,7,3,7,6,5,7
"698","Honório Serpa","Profissionais de Saúde - Enfermeiros",7,6,7,8,8,9,10,9,9,10,12
"699","Honório Serpa","Profissionais de Saúde - Dentistas",1,1,2,3,3,3,2,2,2,2,3
"700","Honório Serpa","Profissionais de Saúde - Farmacêuticos",1,2,2,2,1,1,1,2,2,3,2
"701","Ibaiti","Profissionais de Saúde - Total",35,38,52,47,54,51,54,70,65,67,75
"702","Ibaiti","Profissionais de Saúde - Médicos",13,12,17,18,26,24,27,28,22,25,25
"703","Ibaiti","Profissionais de Saúde - Enfermeiros",10,11,17,16,16,15,15,22,23,21,31
"704","Ibaiti","Profissionais de Saúde - Dentistas",8,9,12,11,11,11,10,14,14,15,15
"705","Ibaiti","Profissionais de Saúde - Farmacêuticos",4,6,6,2,1,1,2,6,6,6,4
"706","Ibema","Profissionais de Saúde - Total",5,10,9,8,8,10,8,9,14,16,13
"707","Ibema","Profissionais de Saúde - Médicos",1,2,1,1,NA,1,NA,3,4,6,3
"708","Ibema","Profissionais de Saúde - Enfermeiros",3,4,5,6,7,7,4,3,6,6,5
"709","Ibema","Profissionais de Saúde - Dentistas",NA,2,1,1,1,2,2,2,2,2,2
"710","Ibema","Profissionais de Saúde - Farmacêuticos",1,2,2,NA,NA,NA,2,1,2,2,3
"711","Ibiporã","Profissionais de Saúde - Total",184,165,193,168,210,199,224,235,238,216,228
"712","Ibiporã","Profissionais de Saúde - Médicos",91,68,80,68,90,81,105,115,109,92,88
"713","Ibiporã","Profissionais de Saúde - Enfermeiros",35,39,46,45,59,59,59,59,60,59,61
"714","Ibiporã","Profissionais de Saúde - Dentistas",45,47,56,50,54,52,52,53,55,55,55
"715","Ibiporã","Profissionais de Saúde - Farmacêuticos",13,11,11,5,7,7,8,8,14,10,18
"716","Icaraíma","Profissionais de Saúde - Total",16,14,18,15,19,19,21,23,27,27,29
"717","Icaraíma","Profissionais de Saúde - Médicos",4,4,5,4,4,3,6,7,7,6,7
"718","Icaraíma","Profissionais de Saúde - Enfermeiros",5,5,5,5,8,8,8,8,10,12,11
"719","Icaraíma","Profissionais de Saúde - Dentistas",5,3,5,4,5,6,5,5,7,6,8
"720","Icaraíma","Profissionais de Saúde - Farmacêuticos",2,2,3,2,2,2,2,3,3,3,3
"721","Iguaraçu","Profissionais de Saúde - Total",9,9,9,9,8,9,12,14,14,13,13
"722","Iguaraçu","Profissionais de Saúde - Médicos",2,2,2,2,NA,1,NA,3,3,2,3
"723","Iguaraçu","Profissionais de Saúde - Enfermeiros",3,3,3,2,3,2,6,6,6,6,6
"724","Iguaraçu","Profissionais de Saúde - Dentistas",2,2,2,3,3,3,3,3,3,3,2
"725","Iguaraçu","Profissionais de Saúde - Farmacêuticos",2,2,2,2,2,3,3,2,2,2,2
"726","Iguatu","Profissionais de Saúde - Total",6,6,7,6,7,6,8,8,6,8,9
"727","Iguatu","Profissionais de Saúde - Médicos",1,1,1,1,1,1,1,2,NA,1,2
"728","Iguatu","Profissionais de Saúde - Enfermeiros",3,3,4,4,4,3,5,4,4,4,4
"729","Iguatu","Profissionais de Saúde - Dentistas",1,1,1,1,1,1,1,1,1,2,2
"730","Iguatu","Profissionais de Saúde - Farmacêuticos",1,1,1,NA,1,1,1,1,1,1,1
"731","Imbaú","Profissionais de Saúde - Total",9,9,12,12,9,15,15,14,16,14,12
"732","Imbaú","Profissionais de Saúde - Médicos",2,2,2,1,1,3,3,1,3,2,4
"733","Imbaú","Profissionais de Saúde - Enfermeiros",2,2,4,5,3,5,6,6,6,5,6
"734","Imbaú","Profissionais de Saúde - Dentistas",5,5,6,6,5,7,6,6,6,6,1
"735","Imbaú","Profissionais de Saúde - Farmacêuticos",NA,NA,NA,NA,NA,NA,NA,1,1,1,1
"736","Imbituva","Profissionais de Saúde - Total",66,58,61,56,64,61,62,63,68,74,72
"737","Imbituva","Profissionais de Saúde - Médicos",24,15,18,16,20,17,18,19,22,23,19
"738","Imbituva","Profissionais de Saúde - Enfermeiros",14,15,14,14,14,14,13,13,12,16,17
"739","Imbituva","Profissionais de Saúde - Dentistas",20,20,22,24,25,26,24,24,26,25,25
"740","Imbituva","Profissionais de Saúde - Farmacêuticos",8,8,7,2,5,4,7,7,8,10,11
"741","Inácio Martins","Profissionais de Saúde - Total",17,17,17,19,18,16,17,20,17,21,27
"742","Inácio Martins","Profissionais de Saúde - Médicos",5,5,5,7,6,4,5,7,4,5,10
"743","Inácio Martins","Profissionais de Saúde - Enfermeiros",5,5,5,5,5,6,6,6,6,9,8
"744","Inácio Martins","Profissionais de Saúde - Dentistas",5,5,5,5,5,4,4,5,5,5,7
"745","Inácio Martins","Profissionais de Saúde - Farmacêuticos",2,2,2,2,2,2,2,2,2,2,2
"746","Inajá","Profissionais de Saúde - Total",7,9,8,12,13,14,13,13,15,13,12
"747","Inajá","Profissionais de Saúde - Médicos",1,1,NA,2,3,3,3,4,5,5,2
"748","Inajá","Profissionais de Saúde - Enfermeiros",3,5,5,7,7,8,7,6,7,6,8
"749","Inajá","Profissionais de Saúde - Dentistas",2,2,2,3,3,3,3,3,3,2,2
"750","Inajá","Profissionais de Saúde - Farmacêuticos",1,1,1,NA,NA,NA,NA,NA,NA,NA,NA
"751","Indianópolis","Profissionais de Saúde - Total",11,11,9,10,11,12,13,13,15,16,19
"752","Indianópolis","Profissionais de Saúde - Médicos",2,2,1,1,3,3,3,4,5,4,4
"753","Indianópolis","Profissionais de Saúde - Enfermeiros",6,6,5,6,5,6,6,6,7,8,10
"754","Indianópolis","Profissionais de Saúde - Dentistas",1,1,1,2,2,2,3,2,2,3,4
"755","Indianópolis","Profissionais de Saúde - Farmacêuticos",2,2,2,1,1,1,1,1,1,1,1
"756","Ipiranga","Profissionais de Saúde - Total",27,28,31,35,36,36,31,35,38,43,58
"757","Ipiranga","Profissionais de Saúde - Médicos",7,10,10,12,12,12,7,8,9,14,28
"758","Ipiranga","Profissionais de Saúde - Enfermeiros",10,8,9,11,12,12,12,14,15,14,15
"759","Ipiranga","Profissionais de Saúde - Dentistas",7,8,9,11,11,11,10,11,11,12,12
"760","Ipiranga","Profissionais de Saúde - Farmacêuticos",3,2,3,1,1,1,2,2,3,3,3
"761","Iporã","Profissionais de Saúde - Total",25,24,27,30,26,26,15,32,32,31,34
"762","Iporã","Profissionais de Saúde - Médicos",5,4,6,9,6,6,2,9,9,7,10
"763","Iporã","Profissionais de Saúde - Enfermeiros",7,7,9,9,9,9,2,8,8,8,8
"764","Iporã","Profissionais de Saúde - Dentistas",10,10,9,11,11,11,11,13,13,14,14
"765","Iporã","Profissionais de Saúde - Farmacêuticos",3,3,3,1,NA,NA,NA,2,2,2,2
"766","Iracema do Oeste","Profissionais de Saúde - Total",3,7,7,5,6,4,5,2,4,3,4
"767","Iracema do Oeste","Profissionais de Saúde - Médicos",NA,1,1,1,1,NA,1,NA,1,NA,NA
"768","Iracema do Oeste","Profissionais de Saúde - Enfermeiros",2,3,3,2,3,3,3,2,2,2,3
"769","Iracema do Oeste","Profissionais de Saúde - Dentistas",1,2,2,2,2,1,1,NA,1,1,1
"770","Iracema do Oeste","Profissionais de Saúde - Farmacêuticos",NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA
"771","Irati","Profissionais de Saúde - Total",138,149,153,152,167,179,198,220,234,238,243
"772","Irati","Profissionais de Saúde - Médicos",55,58,56,52,61,65,74,78,89,85,83
"773","Irati","Profissionais de Saúde - Enfermeiros",29,35,40,46,50,52,55,59,64,63,68
"774","Irati","Profissionais de Saúde - Dentistas",41,41,44,48,47,51,58,71,66,75,72
"775","Irati","Profissionais de Saúde - Farmacêuticos",13,15,13,6,9,11,11,12,15,15,17
"776","Iretama","Profissionais de Saúde - Total",13,15,14,13,16,16,17,20,25,25,19
"777","Iretama","Profissionais de Saúde - Médicos",1,2,2,1,3,2,2,4,5,5,1
"778","Iretama","Profissionais de Saúde - Enfermeiros",6,7,6,6,7,8,8,9,11,11,10
"779","Iretama","Profissionais de Saúde - Dentistas",4,4,3,4,3,4,5,5,5,5,5
"780","Iretama","Profissionais de Saúde - Farmacêuticos",2,2,3,2,3,2,2,2,4,4,3
"781","Itaguajé","Profissionais de Saúde - Total",11,12,13,11,11,13,12,12,10,9,10
"782","Itaguajé","Profissionais de Saúde - Médicos",3,3,4,4,5,6,2,5,3,3,2
"783","Itaguajé","Profissionais de Saúde - Enfermeiros",4,4,4,4,3,4,7,4,4,3,5
"784","Itaguajé","Profissionais de Saúde - Dentistas",2,2,2,2,2,2,2,2,2,2,2
"785","Itaguajé","Profissionais de Saúde - Farmacêuticos",2,3,3,1,1,1,1,1,1,1,1
"786","Itaipulândia","Profissionais de Saúde - Total",20,21,22,21,24,26,26,28,29,34,41
"787","Itaipulândia","Profissionais de Saúde - Médicos",5,7,4,4,6,6,5,4,5,8,9
"788","Itaipulândia","Profissionais de Saúde - Enfermeiros",7,6,9,10,11,12,13,12,12,12,14
"789","Itaipulândia","Profissionais de Saúde - Dentistas",5,6,6,7,7,7,7,10,10,12,14
"790","Itaipulândia","Profissionais de Saúde - Farmacêuticos",3,2,3,NA,NA,1,1,2,2,2,3
"791","Itambaracá","Profissionais de Saúde - Total",10,11,12,12,13,11,12,12,12,10,13
"792","Itambaracá","Profissionais de Saúde - Médicos",1,1,NA,NA,1,NA,1,1,2,NA,2
"793","Itambaracá","Profissionais de Saúde - Enfermeiros",6,7,8,8,8,7,7,7,6,6,6
"794","Itambaracá","Profissionais de Saúde - Dentistas",2,2,2,2,2,2,2,2,2,2,2
"795","Itambaracá","Profissionais de Saúde - Farmacêuticos",1,1,2,2,2,2,2,2,2,2,3
"796","Itambé","Profissionais de Saúde - Total",16,15,14,15,15,12,12,14,12,21,25
"797","Itambé","Profissionais de Saúde - Médicos",7,4,4,4,3,2,3,4,3,12,16
"798","Itambé","Profissionais de Saúde - Enfermeiros",5,7,6,7,8,7,6,6,6,6,6
"799","Itambé","Profissionais de Saúde - Dentistas",3,3,3,3,3,3,3,3,3,3,3
"800","Itambé","Profissionais de Saúde - Farmacêuticos",1,1,1,1,1,NA,NA,1,NA,NA,NA
"801","Itapejara d'Oeste","Profissionais de Saúde - Total",17,20,19,21,22,23,24,26,28,44,40
"802","Itapejara d'Oeste","Profissionais de Saúde - Médicos",4,4,3,7,9,9,10,10,11,21,19
"803","Itapejara d'Oeste","Profissionais de Saúde - Enfermeiros",5,7,7,7,6,7,7,8,10,13,12
"804","Itapejara d'Oeste","Profissionais de Saúde - Dentistas",5,6,6,5,5,5,6,6,6,8,7
"805","Itapejara d'Oeste","Profissionais de Saúde - Farmacêuticos",3,3,3,2,2,2,1,2,1,2,2
"806","Itaperuçu","Profissionais de Saúde - Total",19,13,19,21,25,21,22,27,32,27,34
"807","Itaperuçu","Profissionais de Saúde - Médicos",7,3,6,10,13,9,11,14,22,16,21
"808","Itaperuçu","Profissionais de Saúde - Enfermeiros",8,6,8,7,5,7,6,7,6,7,9
"809","Itaperuçu","Profissionais de Saúde - Dentistas",3,3,3,3,5,4,4,5,3,3,3
"810","Itaperuçu","Profissionais de Saúde - Farmacêuticos",1,1,2,1,2,1,1,1,1,1,1
"811","Itaúna do Sul","Profissionais de Saúde - Total",9,9,9,13,15,13,13,15,11,12,13
"812","Itaúna do Sul","Profissionais de Saúde - Médicos",1,2,2,2,4,3,3,5,2,3,2
"813","Itaúna do Sul","Profissionais de Saúde - Enfermeiros",3,3,3,6,6,5,5,5,4,4,6
"814","Itaúna do Sul","Profissionais de Saúde - Dentistas",4,3,3,3,3,3,3,3,3,3,3
"815","Itaúna do Sul","Profissionais de Saúde - Farmacêuticos",1,1,1,2,2,2,2,2,2,2,2
"816","Ivaí","Profissionais de Saúde - Total",15,15,19,19,19,19,21,23,25,22,22
"817","Ivaí","Profissionais de Saúde - Médicos",3,4,7,7,7,7,9,7,8,8,7
"818","Ivaí","Profissionais de Saúde - Enfermeiros",5,5,5,7,7,9,10,11,12,10,10
"819","Ivaí","Profissionais de Saúde - Dentistas",5,5,6,5,5,3,2,5,5,4,5
"820","Ivaí","Profissionais de Saúde - Farmacêuticos",2,1,1,NA,NA,NA,NA,NA,NA,NA,NA
"821","Ivaiporã","Profissionais de Saúde - Total",107,114,121,106,117,118,122,146,154,159,168
"822","Ivaiporã","Profissionais de Saúde - Médicos",47,42,44,44,53,52,47,57,60,65,63
"823","Ivaiporã","Profissionais de Saúde - Enfermeiros",27,34,35,34,33,35,38,49,52,52,63
"824","Ivaiporã","Profissionais de Saúde - Dentistas",17,21,23,21,25,26,30,30,32,33,28
"825","Ivaiporã","Profissionais de Saúde - Farmacêuticos",16,17,19,7,6,5,7,10,10,9,11
