"","Localidade","Variável","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020"
"932","Laranjeiras do Sul","Hospitalizações pelo SUS - Geral por Local de Residência - Gastos Total com Internações (R$ 1,00)",2486888.64,2445297.74,2213686.16,2442533.9,2157868.83,2682647.77,2569574.52,3202428.29,3686243.57,3224830.59,3180136.82
"933","Laranjeiras do Sul","Hospitalizações pelo SUS - Geral por Local de Residência - Dias de Permanência (dias)",11837,10550,10652,9519,8522,7936,8571,9220,10214,9967,8003
"934","Laranjeiras do Sul","Hospitalizações pelo SUS - Geral por Local de Residência - Óbitos nas Internações",90,68,59,82,67,73,80,90,93,105,105
"935","Laranjeiras do Sul","Hospitalizações pelo SUS - Geral por Local de Residência - Taxa de Mortalidade nas Internações (%)",2.86,2.39,2.19,3.36,2.66,2.94,2.99,3.17,3.12,3.32,4.2
"936","Leópolis","Hospitalizações pelo SUS - Geral por Local de Residência - Número de Internações",310,289,276,273,221,236,292,346,394,375,294
"937","Leópolis","Hospitalizações pelo SUS - Geral por Local de Residência - Gastos Total com Internações (R$ 1,00)",339677.85,280020.81,237818.08,307041.15,382017.79,371480.77,373313.28,431968.02,692257.93,571211.67,481409.38
"938","Leópolis","Hospitalizações pelo SUS - Geral por Local de Residência - Dias de Permanência (dias)",2070,1630,1322,2112,2021,1736,1583,2017,1813,1583,1197
"939","Leópolis","Hospitalizações pelo SUS - Geral por Local de Residência - Óbitos nas Internações",16,13,16,15,19,22,16,18,18,19,18
"940","Leópolis","Hospitalizações pelo SUS - Geral por Local de Residência - Taxa de Mortalidade nas Internações (%)",5.16,4.5,5.8,5.49,8.6,9.32,5.48,5.2,4.57,5.07,6.12
"941","Lidianópolis","Hospitalizações pelo SUS - Geral por Local de Residência - Número de Internações",333,310,351,375,433,412,497,415,498,565,380
"942","Lidianópolis","Hospitalizações pelo SUS - Geral por Local de Residência - Gastos Total com Internações (R$ 1,00)",453325.91,604886.97,522839.88,457118.62,588173.01,857067.65,774459.58,781860.38,729545.4,933875.25,638514.37
"943","Lidianópolis","Hospitalizações pelo SUS - Geral por Local de Residência - Dias de Permanência (dias)",2030,1719,1920,1601,1994,2379,2672,2228,1960,2722,2138
"944","Lidianópolis","Hospitalizações pelo SUS - Geral por Local de Residência - Óbitos nas Internações",21,22,18,24,19,25,22,33,22,31,18
"945","Lidianópolis","Hospitalizações pelo SUS - Geral por Local de Residência - Taxa de Mortalidade nas Internações (%)",6.31,7.1,5.13,6.4,4.39,6.07,4.43,7.95,4.42,5.49,4.74
"946","Lindoeste","Hospitalizações pelo SUS - Geral por Local de Residência - Número de Internações",619,442,395,425,421,406,486,463,471,467,393
"947","Lindoeste","Hospitalizações pelo SUS - Geral por Local de Residência - Gastos Total com Internações (R$ 1,00)",569839.51,415219.58,583423.15,653678.3,516128.04,515100.94,691057.41,711401.77,667640.4,624232.24,523660.71
"948","Lindoeste","Hospitalizações pelo SUS - Geral por Local de Residência - Dias de Permanência (dias)",2640,2106,1926,2227,2079,1689,2126,1889,1837,1788,1572
"949","Lindoeste","Hospitalizações pelo SUS - Geral por Local de Residência - Óbitos nas Internações",32,14,17,19,13,18,25,18,15,14,22
"950","Lindoeste","Hospitalizações pelo SUS - Geral por Local de Residência - Taxa de Mortalidade nas Internações (%)",5.17,3.17,4.3,4.47,3.09,4.43,5.14,3.89,3.18,3,5.6
"951","Loanda","Hospitalizações pelo SUS - Geral por Local de Residência - Número de Internações",1507,1511,1228,1602,1642,1550,1696,1660,1651,1767,1317
"952","Loanda","Hospitalizações pelo SUS - Geral por Local de Residência - Gastos Total com Internações (R$ 1,00)",1691469.51,1625154.85,1492413.45,1986063.27,2182931.14,1964773.36,2273512.7,2065833.59,2550837.97,2428739.54,2143938.68
"953","Loanda","Hospitalizações pelo SUS - Geral por Local de Residência - Dias de Permanência (dias)",8275,7862,6984,7248,7794,6658,7539,7331,8181,7957,6430
"954","Loanda","Hospitalizações pelo SUS - Geral por Local de Residência - Óbitos nas Internações",73,51,36,60,79,68,74,54,71,69,82
"955","Loanda","Hospitalizações pelo SUS - Geral por Local de Residência - Taxa de Mortalidade nas Internações (%)",4.84,3.38,2.93,3.75,4.81,4.39,4.36,3.25,4.3,3.9,6.23
"956","Lobato","Hospitalizações pelo SUS - Geral por Local de Residência - Número de Internações",191,235,204,207,205,233,288,242,242,277,274
"957","Lobato","Hospitalizações pelo SUS - Geral por Local de Residência - Gastos Total com Internações (R$ 1,00)",265363.89,306425.37,262669.78,332443.19,546929.4,416157.36,542997.46,455819.72,331922.78,456570.55,464389.85
"958","Lobato","Hospitalizações pelo SUS - Geral por Local de Residência - Dias de Permanência (dias)",778,1177,1055,1068,1038,1273,1471,1112,743,1075,1317
"959","Lobato","Hospitalizações pelo SUS - Geral por Local de Residência - Óbitos nas Internações",15,11,12,17,15,11,14,19,9,11,14
"960","Lobato","Hospitalizações pelo SUS - Geral por Local de Residência - Taxa de Mortalidade nas Internações (%)",7.85,4.68,5.88,8.21,7.32,4.72,4.86,7.85,3.72,3.97,5.11
"961","Londrina","Hospitalizações pelo SUS - Geral por Local de Residência - Número de Internações",30112,34398,34454,33735,31406,32105,32612,33656,36714,36898,36753
"962","Londrina","Hospitalizações pelo SUS - Geral por Local de Residência - Gastos Total com Internações (R$ 1,00)",40391449.38,44669574.71,44951119.3,46249101.94,47494797.26,49410021.4,50272474.64,54534515.57,61638934.14,60133223.48,68231910.24
"963","Londrina","Hospitalizações pelo SUS - Geral por Local de Residência - Dias de Permanência (dias)",209212,225014,221978,224080,203971,205202,207834,210769,224329,205114,197834
"964","Londrina","Hospitalizações pelo SUS - Geral por Local de Residência - Óbitos nas Internações",1624,1740,1870,1823,1818,1794,1832,1724,1926,1767,2190
"965","Londrina","Hospitalizações pelo SUS - Geral por Local de Residência - Taxa de Mortalidade nas Internações (%)",5.39,5.06,5.43,5.4,5.79,5.59,5.62,5.12,5.25,4.79,5.96
"966","Luiziana","Hospitalizações pelo SUS - Geral por Local de Residência - Número de Internações",367,430,556,538,578,565,544,496,532,531,323
"967","Luiziana","Hospitalizações pelo SUS - Geral por Local de Residência - Gastos Total com Internações (R$ 1,00)",401207.46,487314.92,730465.81,726571.04,635690.59,697462.93,673834.52,778513.99,695395.91,669066.52,362232.29
"968","Luiziana","Hospitalizações pelo SUS - Geral por Local de Residência - Dias de Permanência (dias)",1733,2053,2842,2420,2151,2348,2266,2245,2447,2157,1291
"969","Luiziana","Hospitalizações pelo SUS - Geral por Local de Residência - Óbitos nas Internações",17,19,14,29,28,31,33,35,23,22,18
"970","Luiziana","Hospitalizações pelo SUS - Geral por Local de Residência - Taxa de Mortalidade nas Internações (%)",4.63,4.42,2.52,5.39,4.84,5.49,6.07,7.06,4.32,4.14,5.57
"971","Lunardelli","Hospitalizações pelo SUS - Geral por Local de Residência - Número de Internações",690,637,744,708,719,693,700,649,642,652,542
"972","Lunardelli","Hospitalizações pelo SUS - Geral por Local de Residência - Gastos Total com Internações (R$ 1,00)",661655.32,778651.88,725300.6,713999.98,836439.96,925156.98,843603.27,831828.84,806859.92,829160.64,838913.4
"973","Lunardelli","Hospitalizações pelo SUS - Geral por Local de Residência - Dias de Permanência (dias)",3947,3590,3192,3228,3732,3446,3022,3337,3023,3219,2814
"974","Lunardelli","Hospitalizações pelo SUS - Geral por Local de Residência - Óbitos nas Internações",17,21,12,19,19,23,26,27,26,21,25
"975","Lunardelli","Hospitalizações pelo SUS - Geral por Local de Residência - Taxa de Mortalidade nas Internações (%)",2.46,3.3,1.61,2.68,2.64,3.32,3.71,4.16,4.05,3.22,4.61
"976","Lupionópolis","Hospitalizações pelo SUS - Geral por Local de Residência - Número de Internações",217,209,247,294,303,309,325,373,409,420,392
"977","Lupionópolis","Hospitalizações pelo SUS - Geral por Local de Residência - Gastos Total com Internações (R$ 1,00)",321371.66,317133.69,390405.62,414762.64,391992.92,426667.59,542217.4,603720.8,564802.04,607188.19,660157.1
"978","Lupionópolis","Hospitalizações pelo SUS - Geral por Local de Residência - Dias de Permanência (dias)",1322,1555,1481,1461,1530,1646,1660,2082,1669,1917,2044
"979","Lupionópolis","Hospitalizações pelo SUS - Geral por Local de Residência - Óbitos nas Internações",13,9,13,12,10,12,14,16,19,22,31
"980","Lupionópolis","Hospitalizações pelo SUS - Geral por Local de Residência - Taxa de Mortalidade nas Internações (%)",5.99,4.31,5.26,4.08,3.3,3.88,4.31,4.29,4.65,5.24,7.91
"981","Mallet","Hospitalizações pelo SUS - Geral por Local de Residência - Número de Internações",1147,1117,1053,995,1048,1047,1204,1282,1264,1201,968
"982","Mallet","Hospitalizações pelo SUS - Geral por Local de Residência - Gastos Total com Internações (R$ 1,00)",953693.15,1053424.62,1023485.41,996166.48,913782.03,1014162.91,1254672.87,1500535.05,1485260.67,1260541.39,917311.41
"983","Mallet","Hospitalizações pelo SUS - Geral por Local de Residência - Dias de Permanência (dias)",4650,4770,4510,4066,4218,4670,4485,4426,4235,4168,3166
"984","Mallet","Hospitalizações pelo SUS - Geral por Local de Residência - Óbitos nas Internações",40,35,34,27,26,33,47,40,31,38,40
"985","Mallet","Hospitalizações pelo SUS - Geral por Local de Residência - Taxa de Mortalidade nas Internações (%)",3.49,3.13,3.23,2.71,2.48,3.15,3.9,3.12,2.45,3.16,4.13
"986","Mamborê","Hospitalizações pelo SUS - Geral por Local de Residência - Número de Internações",682,703,754,778,720,632,825,966,995,1012,749
"987","Mamborê","Hospitalizações pelo SUS - Geral por Local de Residência - Gastos Total com Internações (R$ 1,00)",1080513.56,1078947.97,1042056.21,1175593.14,1207853.16,963245.55,1401338.69,1569685.14,1535184.8,1612067.52,1092860.59
"988","Mamborê","Hospitalizações pelo SUS - Geral por Local de Residência - Dias de Permanência (dias)",3616,3861,3516,3209,3093,3037,3289,3776,4113,4063,4085
"989","Mamborê","Hospitalizações pelo SUS - Geral por Local de Residência - Óbitos nas Internações",47,39,37,41,40,38,48,62,65,42,37
"990","Mamborê","Hospitalizações pelo SUS - Geral por Local de Residência - Taxa de Mortalidade nas Internações (%)",6.89,5.55,4.91,5.27,5.56,6.01,5.82,6.42,6.53,4.15,4.94
"991","Mandaguaçu","Hospitalizações pelo SUS - Geral por Local de Residência - Número de Internações",1354,1280,1134,1057,1122,1283,1378,1512,1407,1650,1401
"992","Mandaguaçu","Hospitalizações pelo SUS - Geral por Local de Residência - Gastos Total com Internações (R$ 1,00)",1085800.63,1208699.95,1376372.16,1334401.53,1493474.59,1669887.35,1758422.59,2323349.62,2037088,2209845.34,2376906.38
"993","Mandaguaçu","Hospitalizações pelo SUS - Geral por Local de Residência - Dias de Permanência (dias)",6168,6118,6259,4922,5265,6361,6457,6682,6199,7686,6472
"994","Mandaguaçu","Hospitalizações pelo SUS - Geral por Local de Residência - Óbitos nas Internações",35,34,33,36,33,50,40,68,49,63,72
"995","Mandaguaçu","Hospitalizações pelo SUS - Geral por Local de Residência - Taxa de Mortalidade nas Internações (%)",2.58,2.66,2.91,3.41,2.94,3.9,2.9,4.5,3.48,3.82,5.14
"996","Mandaguari","Hospitalizações pelo SUS - Geral por Local de Residência - Número de Internações",3090,3160,3275,3362,3118,3434,3738,3335,3471,3698,2919
"997","Mandaguari","Hospitalizações pelo SUS - Geral por Local de Residência - Gastos Total com Internações (R$ 1,00)",2578899.31,2736985.1,3006971.11,2949778.09,3414294.16,4447718.06,3764816.81,4055731.39,4378579.52,4240802.38,4108686.99
"998","Mandaguari","Hospitalizações pelo SUS - Geral por Local de Residência - Dias de Permanência (dias)",13789,14281,15507,13704,13503,15886,15521,13956,14129,14131,12891
"999","Mandaguari","Hospitalizações pelo SUS - Geral por Local de Residência - Óbitos nas Internações",97,116,92,98,98,123,114,112,98,129,143
"1000","Mandaguari","Hospitalizações pelo SUS - Geral por Local de Residência - Taxa de Mortalidade nas Internações (%)",3.14,3.67,2.81,2.91,3.14,3.58,3.05,3.36,2.82,3.49,4.9
"1001","Mandirituba","Hospitalizações pelo SUS - Geral por Local de Residência - Número de Internações",2027,1968,2050,1917,2091,2078,2242,2414,2320,2444,2174
"1002","Mandirituba","Hospitalizações pelo SUS - Geral por Local de Residência - Gastos Total com Internações (R$ 1,00)",2342322.31,2397119.05,2559641.71,2796984.22,3008821.64,2949166.89,3741219.71,4553829.04,4252505.53,4210200.68,4602854.75
"1003","Mandirituba","Hospitalizações pelo SUS - Geral por Local de Residência - Dias de Permanência (dias)",10448,8898,8665,8868,10465,8775,8438,8906,9157,9382,9058
"1004","Mandirituba","Hospitalizações pelo SUS - Geral por Local de Residência - Óbitos nas Internações",70,61,72,55,58,72,70,77,78,63,91
"1005","Mandirituba","Hospitalizações pelo SUS - Geral por Local de Residência - Taxa de Mortalidade nas Internações (%)",3.45,3.1,3.51,2.87,2.77,3.46,3.12,3.19,3.36,2.58,4.19
"1006","Manfrinópolis","Hospitalizações pelo SUS - Geral por Local de Residência - Número de Internações",219,182,192,234,230,278,412,334,199,197,137
"1007","Manfrinópolis","Hospitalizações pelo SUS - Geral por Local de Residência - Gastos Total com Internações (R$ 1,00)",223170.39,185451.89,165476.18,226230,212930.27,282762.84,441934.81,409921.05,369393.52,341946.76,222997.81
"1008","Manfrinópolis","Hospitalizações pelo SUS - Geral por Local de Residência - Dias de Permanência (dias)",738,593,489,665,751,806,1431,1192,772,782,565
"1009","Manfrinópolis","Hospitalizações pelo SUS - Geral por Local de Residência - Óbitos nas Internações",8,5,8,5,14,11,17,13,10,9,6
"1010","Manfrinópolis","Hospitalizações pelo SUS - Geral por Local de Residência - Taxa de Mortalidade nas Internações (%)",3.65,2.75,4.17,2.14,6.09,3.96,4.13,3.89,5.03,4.57,4.38
"1011","Mangueirinha","Hospitalizações pelo SUS - Geral por Local de Residência - Número de Internações",1714,1529,1562,1416,1537,1537,1547,1542,1641,1701,1460
"1012","Mangueirinha","Hospitalizações pelo SUS - Geral por Local de Residência - Gastos Total com Internações (R$ 1,00)",1426266.92,1493625.58,1407092.69,1594127.08,1627807.86,1596749.24,1608589.73,1543237.59,1952336.74,1847543.99,1474413.6
"1013","Mangueirinha","Hospitalizações pelo SUS - Geral por Local de Residência - Dias de Permanência (dias)",6539,5648,5598,5537,5842,5383,5370,5501,5613,4987,4444
"1014","Mangueirinha","Hospitalizações pelo SUS - Geral por Local de Residência - Óbitos nas Internações",42,30,31,36,41,31,39,43,54,48,54
"1015","Mangueirinha","Hospitalizações pelo SUS - Geral por Local de Residência - Taxa de Mortalidade nas Internações (%)",2.45,1.96,1.98,2.54,2.67,2.02,2.52,2.79,3.29,2.82,3.7
"1016","Manoel Ribas","Hospitalizações pelo SUS - Geral por Local de Residência - Número de Internações",883,859,920,1069,1113,1026,1067,975,1101,1054,898
"1017","Manoel Ribas","Hospitalizações pelo SUS - Geral por Local de Residência - Gastos Total com Internações (R$ 1,00)",896095.08,1102293.97,1283914.29,1465583.96,1815565.08,1836812.73,1559481.88,1274158.86,1673511.47,1791743.49,1355830.63
"1018","Manoel Ribas","Hospitalizações pelo SUS - Geral por Local de Residência - Dias de Permanência (dias)",4607,4567,4949,5473,6275,5481,5236,4538,4937,5387,3901
"1019","Manoel Ribas","Hospitalizações pelo SUS - Geral por Local de Residência - Óbitos nas Internações",16,35,42,51,40,43,33,32,45,36,34
"1020","Manoel Ribas","Hospitalizações pelo SUS - Geral por Local de Residência - Taxa de Mortalidade nas Internações (%)",1.81,4.07,4.57,4.77,3.59,4.19,3.09,3.28,4.09,3.42,3.79
"1021","Marechal Cândido Rondon","Hospitalizações pelo SUS - Geral por Local de Residência - Número de Internações",3631,2262,1483,1584,2576,2399,2575,3172,2981,2869,2688
"1022","Marechal Cândido Rondon","Hospitalizações pelo SUS - Geral por Local de Residência - Gastos Total com Internações (R$ 1,00)",3408720.66,2835956.84,2482133.09,2963043.69,3771719.39,3218430.07,3508859.29,4309788.02,4364675.45,4647309.78,4957418.83
"1023","Marechal Cândido Rondon","Hospitalizações pelo SUS - Geral por Local de Residência - Dias de Permanência (dias)",22336,14816,8547,10333,14663,12594,11996,14235,13343,13210,12699
"1024","Marechal Cândido Rondon","Hospitalizações pelo SUS - Geral por Local de Residência - Óbitos nas Internações",99,69,50,60,103,120,120,112,129,104,144
"1025","Marechal Cândido Rondon","Hospitalizações pelo SUS - Geral por Local de Residência - Taxa de Mortalidade nas Internações (%)",2.73,3.05,3.37,3.79,4,5,4.66,3.53,4.33,3.62,5.36
"1026","Maria Helena","Hospitalizações pelo SUS - Geral por Local de Residência - Número de Internações",228,289,260,309,305,328,345,431,448,463,395
"1027","Maria Helena","Hospitalizações pelo SUS - Geral por Local de Residência - Gastos Total com Internações (R$ 1,00)",285422.82,422403.47,464398.24,553176.81,443817.95,492459.37,441902.45,706556.34,597563.43,827002.75,670230.77
"1028","Maria Helena","Hospitalizações pelo SUS - Geral por Local de Residência - Dias de Permanência (dias)",2334,2691,2599,3594,3017,2223,2046,2425,2473,2848,2584
"1029","Maria Helena","Hospitalizações pelo SUS - Geral por Local de Residência - Óbitos nas Internações",17,22,14,16,20,19,12,23,24,23,26
"1030","Maria Helena","Hospitalizações pelo SUS - Geral por Local de Residência - Taxa de Mortalidade nas Internações (%)",7.46,7.61,5.38,5.18,6.56,5.79,3.48,5.34,5.36,4.97,6.58
"1031","Marialva","Hospitalizações pelo SUS - Geral por Local de Residência - Número de Internações",3263,2677,2589,2275,1795,1842,1908,2198,2213,2455,2073
"1032","Marialva","Hospitalizações pelo SUS - Geral por Local de Residência - Gastos Total com Internações (R$ 1,00)",2859518.66,2453997.62,2967709.05,2724899.22,2415878.86,3065523.69,3290511.99,4368054.46,4211793.98,4301608.19,4611633.25
"1033","Marialva","Hospitalizações pelo SUS - Geral por Local de Residência - Dias de Permanência (dias)",12954,11295,11759,11253,8627,9691,9011,11582,10582,11605,10267
"1034","Marialva","Hospitalizações pelo SUS - Geral por Local de Residência - Óbitos nas Internações",92,87,81,75,74,92,80,103,102,128,123
"1035","Marialva","Hospitalizações pelo SUS - Geral por Local de Residência - Taxa de Mortalidade nas Internações (%)",2.82,3.25,3.13,3.3,4.12,4.99,4.19,4.69,4.61,5.21,5.93
"1036","Marilândia do Sul","Hospitalizações pelo SUS - Geral por Local de Residência - Número de Internações",646,679,638,552,655,617,655,700,708,681,563
"1037","Marilândia do Sul","Hospitalizações pelo SUS - Geral por Local de Residência - Gastos Total com Internações (R$ 1,00)",938513.41,744939.77,864778.54,811472.43,1113189.83,965996.96,1164624.12,1305319.6,1306566.46,1262906.24,1140228.83
"1038","Marilândia do Sul","Hospitalizações pelo SUS - Geral por Local de Residência - Dias de Permanência (dias)",3705,3632,3401,3080,3837,3684,3283,4050,3595,4009,3130
"1039","Marilândia do Sul","Hospitalizações pelo SUS - Geral por Local de Residência - Óbitos nas Internações",33,36,31,31,32,27,43,32,31,30,37
"1040","Marilândia do Sul","Hospitalizações pelo SUS - Geral por Local de Residência - Taxa de Mortalidade nas Internações (%)",5.11,5.3,4.86,5.62,4.89,4.38,6.56,4.57,4.38,4.41,6.57
"1041","Marilena","Hospitalizações pelo SUS - Geral por Local de Residência - Número de Internações",675,664,663,714,739,660,725,749,771,874,692
"1042","Marilena","Hospitalizações pelo SUS - Geral por Local de Residência - Gastos Total com Internações (R$ 1,00)",601799.93,627346.25,785852.13,937764.88,1186451.4,686283.24,787126.93,815725.89,927755.65,1187670.08,927122.44
"1043","Marilena","Hospitalizações pelo SUS - Geral por Local de Residência - Dias de Permanência (dias)",3022,2883,2989,3640,3626,2986,3915,3501,3677,3967,3453
"1044","Marilena","Hospitalizações pelo SUS - Geral por Local de Residência - Óbitos nas Internações",12,19,18,23,22,19,22,21,25,34,33
"1045","Marilena","Hospitalizações pelo SUS - Geral por Local de Residência - Taxa de Mortalidade nas Internações (%)",1.78,2.86,2.71,3.22,2.98,2.88,3.03,2.8,3.24,3.89,4.77
"1046","Mariluz","Hospitalizações pelo SUS - Geral por Local de Residência - Número de Internações",597,673,750,604,656,723,662,822,928,880,696
"1047","Mariluz","Hospitalizações pelo SUS - Geral por Local de Residência - Gastos Total com Internações (R$ 1,00)",598141.24,824180.82,827828.56,880671.64,1019252.57,966622.4,1036729.44,1698777.9,1185006.04,1335056.34,1180079.51
"1048","Mariluz","Hospitalizações pelo SUS - Geral por Local de Residência - Dias de Permanência (dias)",4026,4851,4968,4584,3768,4057,4215,5066,4049,4715,3577
"1049","Mariluz","Hospitalizações pelo SUS - Geral por Local de Residência - Óbitos nas Internações",24,35,39,36,33,47,39,37,44,43,45
"1050","Mariluz","Hospitalizações pelo SUS - Geral por Local de Residência - Taxa de Mortalidade nas Internações (%)",4.02,5.2,5.2,5.96,5.03,6.5,5.89,4.5,4.74,4.89,6.47
"1051","Maringá","Hospitalizações pelo SUS - Geral por Local de Residência - Número de Internações",22870,21248,23737,22696,22514,23411,23204,24858,24502,23743,20634
"1052","Maringá","Hospitalizações pelo SUS - Geral por Local de Residência - Gastos Total com Internações (R$ 1,00)",23408821.83,24276758.21,30094831.62,30620214.67,30397006.49,33409883.32,36289791.88,38584666.57,39685087.49,39375934.22,41293356.65
"1053","Maringá","Hospitalizações pelo SUS - Geral por Local de Residência - Dias de Permanência (dias)",133674,125841,138599,127678,129536,126322,124262,122212,116873,114958,102253
"1054","Maringá","Hospitalizações pelo SUS - Geral por Local de Residência - Óbitos nas Internações",1081,937,1006,939,888,861,880,953,1061,995,1116
"1055","Maringá","Hospitalizações pelo SUS - Geral por Local de Residência - Taxa de Mortalidade nas Internações (%)",4.73,4.41,4.24,4.14,3.94,3.68,3.79,3.83,4.33,4.19,5.41
"1056","Mariópolis","Hospitalizações pelo SUS - Geral por Local de Residência - Número de Internações",498,575,548,309,430,417,403,378,385,397,332
"1057","Mariópolis","Hospitalizações pelo SUS - Geral por Local de Residência - Gastos Total com Internações (R$ 1,00)",465887.89,554051.01,481286.56,539363.31,842257.17,573554.12,537084.89,533870.93,682985.13,661246.89,551839.73
"1058","Mariópolis","Hospitalizações pelo SUS - Geral por Local de Residência - Dias de Permanência (dias)",1858,2101,2028,1311,1987,1669,1422,1650,1568,1466,1133
"1059","Mariópolis","Hospitalizações pelo SUS - Geral por Local de Residência - Óbitos nas Internações",19,13,17,16,29,15,32,20,28,28,18
"1060","Mariópolis","Hospitalizações pelo SUS - Geral por Local de Residência - Taxa de Mortalidade nas Internações (%)",3.82,2.26,3.1,5.18,6.74,3.6,7.94,5.29,7.27,7.05,5.42
"1061","Maripá","Hospitalizações pelo SUS - Geral por Local de Residência - Número de Internações",609,494,492,459,620,672,577,321,342,334,325
"1062","Maripá","Hospitalizações pelo SUS - Geral por Local de Residência - Gastos Total com Internações (R$ 1,00)",516378.56,414753.17,366155.03,574272,748789.51,829820.71,580860.24,573526.13,616147.9,673651.2,808262.76
"1063","Maripá","Hospitalizações pelo SUS - Geral por Local de Residência - Dias de Permanência (dias)",2637,1893,1368,1939,2413,2246,2015,1376,1210,1347,1418
"1064","Maripá","Hospitalizações pelo SUS - Geral por Local de Residência - Óbitos nas Internações",8,7,7,11,12,5,13,15,3,20,22
"1065","Maripá","Hospitalizações pelo SUS - Geral por Local de Residência - Taxa de Mortalidade nas Internações (%)",1.31,1.42,1.42,2.4,1.94,0.74,2.25,4.67,0.88,5.99,6.77
"1066","Marmeleiro","Hospitalizações pelo SUS - Geral por Local de Residência - Número de Internações",1844,1764,1722,1721,1800,1929,1899,1967,1986,1481,800
"1067","Marmeleiro","Hospitalizações pelo SUS - Geral por Local de Residência - Gastos Total com Internações (R$ 1,00)",1393034.05,1337271.34,1317247.81,1519800.8,1754675.81,1701953.19,2061989.92,1945283.22,2189270.6,1879492.67,1366570.64
"1068","Marmeleiro","Hospitalizações pelo SUS - Geral por Local de Residência - Dias de Permanência (dias)",7001,6342,5492,5330,5496,5604,5657,5873,6408,5022,3040
"1069","Marmeleiro","Hospitalizações pelo SUS - Geral por Local de Residência - Óbitos nas Internações",28,33,42,32,36,35,43,41,32,44,33
"1070","Marmeleiro","Hospitalizações pelo SUS - Geral por Local de Residência - Taxa de Mortalidade nas Internações (%)",1.52,1.87,2.44,1.86,2,1.81,2.26,2.08,1.61,2.97,4.13
"1071","Marquinho","Hospitalizações pelo SUS - Geral por Local de Residência - Número de Internações",791,567,556,583,501,419,496,485,489,551,290
"1072","Marquinho","Hospitalizações pelo SUS - Geral por Local de Residência - Gastos Total com Internações (R$ 1,00)",475902.15,419822.13,388619.18,366426.14,357632.95,336326.63,444197.19,396788.43,431086.13,534330.99,254720.23
"1073","Marquinho","Hospitalizações pelo SUS - Geral por Local de Residência - Dias de Permanência (dias)",2530,2064,2141,1985,1411,1335,1513,1399,1703,1639,806
"1074","Marquinho","Hospitalizações pelo SUS - Geral por Local de Residência - Óbitos nas Internações",14,10,9,8,8,7,15,6,10,17,10
"1075","Marquinho","Hospitalizações pelo SUS - Geral por Local de Residência - Taxa de Mortalidade nas Internações (%)",1.77,1.76,1.62,1.37,1.6,1.67,3.02,1.24,2.04,3.09,3.45
"1076","Marumbi","Hospitalizações pelo SUS - Geral por Local de Residência - Número de Internações",323,304,377,367,329,314,365,406,378,357,270
"1077","Marumbi","Hospitalizações pelo SUS - Geral por Local de Residência - Gastos Total com Internações (R$ 1,00)",351873.35,301598.74,558781.08,524901.02,541687.34,607682.15,678026.14,685572.56,775900.79,804553.28,677207.81
"1078","Marumbi","Hospitalizações pelo SUS - Geral por Local de Residência - Dias de Permanência (dias)",2930,1955,2758,2998,3157,3055,3108,2984,2750,3612,2274
"1079","Marumbi","Hospitalizações pelo SUS - Geral por Local de Residência - Óbitos nas Internações",10,6,12,11,8,15,19,11,13,10,16
"1080","Marumbi","Hospitalizações pelo SUS - Geral por Local de Residência - Taxa de Mortalidade nas Internações (%)",3.1,1.97,3.18,3,2.43,4.78,5.21,2.71,3.44,2.8,5.93
"1081","Matelândia","Hospitalizações pelo SUS - Geral por Local de Residência - Número de Internações",2352,1894,1951,1626,1654,1560,1507,1561,1752,1560,1467
"1082","Matelândia","Hospitalizações pelo SUS - Geral por Local de Residência - Gastos Total com Internações (R$ 1,00)",1602899.63,1283129.85,1373985.48,1177081.17,1349478.22,1281679.75,1475342.42,1347535.14,1455574.69,1402262.83,1456896.43
"1083","Matelândia","Hospitalizações pelo SUS - Geral por Local de Residência - Dias de Permanência (dias)",7755,6585,6211,5001,4940,4064,4455,4435,4731,4366,4741
"1084","Matelândia","Hospitalizações pelo SUS - Geral por Local de Residência - Óbitos nas Internações",72,30,40,39,52,46,35,51,47,48,45
"1085","Matelândia","Hospitalizações pelo SUS - Geral por Local de Residência - Taxa de Mortalidade nas Internações (%)",3.06,1.58,2.05,2.4,3.14,2.95,2.32,3.27,2.68,3.08,3.07
"1086","Matinhos","Hospitalizações pelo SUS - Geral por Local de Residência - Número de Internações",1430,1531,1751,1682,1834,1751,1940,2175,2191,2339,1665
"1087","Matinhos","Hospitalizações pelo SUS - Geral por Local de Residência - Gastos Total com Internações (R$ 1,00)",1650922.2,1960041.81,2302554.95,2562127.62,2809539.53,3001772.23,3764140.1,4274978.28,4701810.28,4530589.78,3533652.55
"1088","Matinhos","Hospitalizações pelo SUS - Geral por Local de Residência - Dias de Permanência (dias)",7933,7872,9591,8558,10427,9730,9280,10719,10507,10439,8443
"1089","Matinhos","Hospitalizações pelo SUS - Geral por Local de Residência - Óbitos nas Internações",50,63,75,88,93,78,80,77,93,95,93
"1090","Matinhos","Hospitalizações pelo SUS - Geral por Local de Residência - Taxa de Mortalidade nas Internações (%)",3.5,4.11,4.28,5.23,5.07,4.45,4.12,3.54,4.24,4.06,5.59
"1091","Mato Rico","Hospitalizações pelo SUS - Geral por Local de Residência - Número de Internações",343,222,243,206,242,248,217,233,259,262,202
