"","Localidade","Variável","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020"
"2926","Janiópolis","Óbitos (CID10) - Total (Mortalidade Geral)",53,52,67,76,59,64,70,43,50,66,61
"2927","Janiópolis","Óbitos (CID10) - Cap I - Algumas Doenças Infecciosas e Parasitárias",1,NA,2,5,2,2,2,1,1,1,9
"2928","Janiópolis","Óbitos (CID10) - Cap II - Neoplasias (Tumores)",4,11,6,10,11,8,14,3,8,6,10
"2929","Janiópolis","Óbitos (CID10) - Cap III - Doenças do Sangue, Órgãos Hematopoéticos e Transtornos Imunitários",NA,NA,NA,NA,NA,1,NA,NA,1,NA,NA
"2930","Janiópolis","Óbitos (CID10) - Cap IV - Doenças Endócrinas, Nutricionais e Metabólicas",3,2,10,5,4,5,5,4,6,5,1
"2931","Janiópolis","Óbitos (CID10) - Cap V - Transtornos Mentais e Comportamentais",NA,NA,NA,NA,NA,NA,2,NA,NA,NA,1
"2932","Janiópolis","Óbitos (CID10) - Cap VI - Doenças do Sistema Nervoso",1,NA,2,3,2,2,4,1,2,NA,1
"2933","Janiópolis","Óbitos (CID10) - Cap IX - Doenças do Aparelho Circulatório",23,19,20,26,16,20,18,16,21,21,22
"2934","Janiópolis","Óbitos (CID10) - Cap X - Doenças do Aparelho Respiratório",10,3,3,3,7,4,11,4,3,10,6
"2935","Janiópolis","Óbitos (CID10) - Cap XI - Doenças do Aparelho Digestivo",3,5,3,4,3,3,4,4,1,11,2
"2936","Janiópolis","Óbitos (CID10) - Cap XII - Doenças da Pele e do Tecido Celular Subcutâneo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2937","Janiópolis","Óbitos (CID10) - Cap XIII - Doenças do Sistema Osteomuscular e do Tecido Conjuntivo",1,NA,NA,NA,NA,NA,1,NA,NA,1,NA
"2938","Janiópolis","Óbitos (CID10) - Cap XIV - Doenças do Aparelho Geniturinário",NA,2,1,3,3,2,2,2,1,4,2
"2939","Janiópolis","Óbitos (CID10) - Cap XV - Gravidez, Parto e Puerpério",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2940","Janiópolis","Óbitos (CID10) - Cap XVI - Algumas Afecções Originadas no Período Perinatal",1,1,NA,NA,NA,2,NA,NA,1,NA,NA
"2941","Janiópolis","Óbitos (CID10) - Cap XVII - Mal Formação Congênita, Deformidades, Anomalias Cromossômicas",NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA
"2942","Japira","Nascidos Vivos - Total",59,56,57,57,61,81,56,74,77,57,55
"2943","Japira","Óbitos (CID10) - Total (Mortalidade Geral)",41,39,27,32,44,40,38,36,36,40,36
"2944","Japira","Óbitos (CID10) - Cap I - Algumas Doenças Infecciosas e Parasitárias",1,4,NA,1,1,1,2,3,3,2,2
"2945","Japira","Óbitos (CID10) - Cap II - Neoplasias (Tumores)",7,6,2,7,5,3,7,6,5,6,8
"2946","Japira","Óbitos (CID10) - Cap III - Doenças do Sangue, Órgãos Hematopoéticos e Transtornos Imunitários",NA,2,NA,NA,NA,NA,NA,NA,NA,NA,1
"2947","Japira","Óbitos (CID10) - Cap IV - Doenças Endócrinas, Nutricionais e Metabólicas",4,5,1,2,3,8,2,2,2,2,1
"2948","Japira","Óbitos (CID10) - Cap V - Transtornos Mentais e Comportamentais",1,NA,NA,NA,NA,1,NA,1,1,1,NA
"2949","Japira","Óbitos (CID10) - Cap VI - Doenças do Sistema Nervoso",2,1,NA,NA,2,1,1,NA,1,2,2
"2950","Japira","Óbitos (CID10) - Cap IX - Doenças do Aparelho Circulatório",12,12,11,7,15,10,12,8,9,12,13
"2951","Japira","Óbitos (CID10) - Cap X - Doenças do Aparelho Respiratório",1,2,1,6,5,6,5,5,5,2,4
"2952","Japira","Óbitos (CID10) - Cap XI - Doenças do Aparelho Digestivo",2,1,1,2,3,3,3,3,1,3,1
"2953","Japira","Óbitos (CID10) - Cap XII - Doenças da Pele e do Tecido Celular Subcutâneo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2954","Japira","Óbitos (CID10) - Cap XIII - Doenças do Sistema Osteomuscular e do Tecido Conjuntivo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2955","Japira","Óbitos (CID10) - Cap XIV - Doenças do Aparelho Geniturinário",NA,2,1,NA,2,2,NA,NA,3,2,NA
"2956","Japira","Óbitos (CID10) - Cap XV - Gravidez, Parto e Puerpério",1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA
"2957","Japira","Óbitos (CID10) - Cap XVI - Algumas Afecções Originadas no Período Perinatal",NA,1,1,NA,1,1,NA,1,NA,1,2
"2958","Japira","Óbitos (CID10) - Cap XVII - Mal Formação Congênita, Deformidades, Anomalias Cromossômicas",3,NA,NA,1,NA,NA,NA,NA,NA,2,NA
"2959","Japurá","Nascidos Vivos - Total",93,102,75,82,101,87,102,109,96,96,92
"2960","Japurá","Óbitos (CID10) - Total (Mortalidade Geral)",74,70,58,56,59,65,74,67,55,88,69
"2961","Japurá","Óbitos (CID10) - Cap I - Algumas Doenças Infecciosas e Parasitárias",5,NA,2,2,1,NA,4,1,1,NA,4
"2962","Japurá","Óbitos (CID10) - Cap II - Neoplasias (Tumores)",8,7,11,7,9,10,15,12,8,15,13
"2963","Japurá","Óbitos (CID10) - Cap III - Doenças do Sangue, Órgãos Hematopoéticos e Transtornos Imunitários",NA,1,NA,NA,NA,NA,NA,NA,NA,1,NA
"2964","Japurá","Óbitos (CID10) - Cap IV - Doenças Endócrinas, Nutricionais e Metabólicas",4,3,3,4,NA,1,2,4,3,1,10
"2965","Japurá","Óbitos (CID10) - Cap V - Transtornos Mentais e Comportamentais",NA,NA,NA,NA,NA,NA,NA,1,NA,NA,3
"2966","Japurá","Óbitos (CID10) - Cap VI - Doenças do Sistema Nervoso",NA,NA,4,1,4,3,4,1,3,4,3
"2967","Japurá","Óbitos (CID10) - Cap IX - Doenças do Aparelho Circulatório",29,31,19,23,26,29,28,22,18,35,20
"2968","Japurá","Óbitos (CID10) - Cap X - Doenças do Aparelho Respiratório",9,11,4,6,12,12,9,13,8,16,7
"2969","Japurá","Óbitos (CID10) - Cap XI - Doenças do Aparelho Digestivo",7,5,5,4,2,5,3,3,2,6,2
"2970","Japurá","Óbitos (CID10) - Cap XII - Doenças da Pele e do Tecido Celular Subcutâneo",NA,1,NA,NA,NA,NA,NA,NA,1,NA,NA
"2971","Japurá","Óbitos (CID10) - Cap XIII - Doenças do Sistema Osteomuscular e do Tecido Conjuntivo",NA,NA,NA,1,NA,NA,NA,NA,NA,1,NA
"2972","Japurá","Óbitos (CID10) - Cap XIV - Doenças do Aparelho Geniturinário",NA,1,1,1,NA,1,2,3,2,NA,1
"2973","Japurá","Óbitos (CID10) - Cap XV - Gravidez, Parto e Puerpério",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2974","Japurá","Óbitos (CID10) - Cap XVI - Algumas Afecções Originadas no Período Perinatal",NA,NA,NA,NA,1,1,2,1,1,NA,1
"2975","Japurá","Óbitos (CID10) - Cap XVII - Mal Formação Congênita, Deformidades, Anomalias Cromossômicas",NA,1,NA,NA,NA,NA,NA,NA,1,NA,1
"2976","Jardim Alegre","Nascidos Vivos - Total",130,145,155,154,161,128,141,131,153,146,135
"2977","Jardim Alegre","Óbitos (CID10) - Total (Mortalidade Geral)",72,74,96,102,91,89,97,95,97,94,132
"2978","Jardim Alegre","Óbitos (CID10) - Cap I - Algumas Doenças Infecciosas e Parasitárias",NA,3,3,2,3,2,1,2,NA,4,7
"2979","Jardim Alegre","Óbitos (CID10) - Cap II - Neoplasias (Tumores)",10,12,14,16,22,21,15,20,15,17,14
"2980","Jardim Alegre","Óbitos (CID10) - Cap III - Doenças do Sangue, Órgãos Hematopoéticos e Transtornos Imunitários",1,NA,NA,1,2,1,NA,NA,NA,1,NA
"2981","Jardim Alegre","Óbitos (CID10) - Cap IV - Doenças Endócrinas, Nutricionais e Metabólicas",3,2,7,4,5,12,6,7,14,7,13
"2982","Jardim Alegre","Óbitos (CID10) - Cap V - Transtornos Mentais e Comportamentais",NA,NA,1,2,1,1,NA,NA,NA,NA,NA
"2983","Jardim Alegre","Óbitos (CID10) - Cap VI - Doenças do Sistema Nervoso",NA,3,4,2,1,1,4,3,1,4,5
"2984","Jardim Alegre","Óbitos (CID10) - Cap IX - Doenças do Aparelho Circulatório",17,16,32,34,29,23,34,30,30,31,47
"2985","Jardim Alegre","Óbitos (CID10) - Cap X - Doenças do Aparelho Respiratório",9,8,9,22,8,9,11,12,17,8,23
"2986","Jardim Alegre","Óbitos (CID10) - Cap XI - Doenças do Aparelho Digestivo",6,5,4,6,7,5,6,9,5,4,8
"2987","Jardim Alegre","Óbitos (CID10) - Cap XII - Doenças da Pele e do Tecido Celular Subcutâneo",NA,1,1,1,NA,NA,NA,NA,NA,NA,NA
"2988","Jardim Alegre","Óbitos (CID10) - Cap XIII - Doenças do Sistema Osteomuscular e do Tecido Conjuntivo",NA,NA,NA,NA,NA,1,NA,1,NA,1,NA
"2989","Jardim Alegre","Óbitos (CID10) - Cap XIV - Doenças do Aparelho Geniturinário",4,2,NA,1,2,3,2,NA,1,5,4
"2990","Jardim Alegre","Óbitos (CID10) - Cap XV - Gravidez, Parto e Puerpério",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2991","Jardim Alegre","Óbitos (CID10) - Cap XVI - Algumas Afecções Originadas no Período Perinatal",2,NA,1,1,NA,NA,NA,NA,1,NA,NA
"2992","Jardim Alegre","Óbitos (CID10) - Cap XVII - Mal Formação Congênita, Deformidades, Anomalias Cromossômicas",1,NA,NA,NA,1,NA,NA,NA,1,2,1
"2993","Jardim Olinda","Nascidos Vivos - Total",24,30,20,20,19,13,18,14,31,13,14
"2994","Jardim Olinda","Óbitos (CID10) - Total (Mortalidade Geral)",9,9,8,12,13,7,17,5,12,10,15
"2995","Jardim Olinda","Óbitos (CID10) - Cap I - Algumas Doenças Infecciosas e Parasitárias",NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA
"2996","Jardim Olinda","Óbitos (CID10) - Cap II - Neoplasias (Tumores)",4,NA,1,1,2,2,3,1,2,2,5
"2997","Jardim Olinda","Óbitos (CID10) - Cap III - Doenças do Sangue, Órgãos Hematopoéticos e Transtornos Imunitários",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2998","Jardim Olinda","Óbitos (CID10) - Cap IV - Doenças Endócrinas, Nutricionais e Metabólicas",1,1,NA,1,1,NA,NA,1,1,1,1
"2999","Jardim Olinda","Óbitos (CID10) - Cap V - Transtornos Mentais e Comportamentais",NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA
"3000","Jardim Olinda","Óbitos (CID10) - Cap VI - Doenças do Sistema Nervoso",NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA
"3001","Jardim Olinda","Óbitos (CID10) - Cap IX - Doenças do Aparelho Circulatório",NA,8,4,1,5,3,6,NA,4,4,5
"3002","Jardim Olinda","Óbitos (CID10) - Cap X - Doenças do Aparelho Respiratório",NA,NA,1,3,1,NA,3,NA,2,NA,1
"3003","Jardim Olinda","Óbitos (CID10) - Cap XI - Doenças do Aparelho Digestivo",1,NA,NA,4,NA,1,2,1,NA,1,1
"3004","Jardim Olinda","Óbitos (CID10) - Cap XII - Doenças da Pele e do Tecido Celular Subcutâneo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3005","Jardim Olinda","Óbitos (CID10) - Cap XIII - Doenças do Sistema Osteomuscular e do Tecido Conjuntivo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3006","Jardim Olinda","Óbitos (CID10) - Cap XIV - Doenças do Aparelho Geniturinário",1,NA,NA,NA,NA,NA,NA,2,1,NA,NA
"3007","Jardim Olinda","Óbitos (CID10) - Cap XV - Gravidez, Parto e Puerpério",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3008","Jardim Olinda","Óbitos (CID10) - Cap XVI - Algumas Afecções Originadas no Período Perinatal",NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA
"3009","Jardim Olinda","Óbitos (CID10) - Cap XVII - Mal Formação Congênita, Deformidades, Anomalias Cromossômicas",NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA
"3010","Jataizinho","Nascidos Vivos - Total",183,178,158,167,206,179,174,197,173,152,159
"3011","Jataizinho","Óbitos (CID10) - Total (Mortalidade Geral)",93,78,84,102,98,97,108,88,104,103,127
"3012","Jataizinho","Óbitos (CID10) - Cap I - Algumas Doenças Infecciosas e Parasitárias",3,2,2,NA,3,2,4,3,5,2,19
"3013","Jataizinho","Óbitos (CID10) - Cap II - Neoplasias (Tumores)",14,16,9,19,12,20,13,21,12,18,17
"3014","Jataizinho","Óbitos (CID10) - Cap III - Doenças do Sangue, Órgãos Hematopoéticos e Transtornos Imunitários",NA,1,NA,1,1,NA,NA,NA,NA,1,1
"3015","Jataizinho","Óbitos (CID10) - Cap IV - Doenças Endócrinas, Nutricionais e Metabólicas",6,5,6,10,8,7,13,7,5,5,6
"3016","Jataizinho","Óbitos (CID10) - Cap V - Transtornos Mentais e Comportamentais",2,2,3,3,3,4,3,3,1,1,1
"3017","Jataizinho","Óbitos (CID10) - Cap VI - Doenças do Sistema Nervoso",4,4,4,6,6,3,7,2,4,4,4
"3018","Jataizinho","Óbitos (CID10) - Cap IX - Doenças do Aparelho Circulatório",34,16,20,26,28,25,32,19,41,30,34
"3019","Jataizinho","Óbitos (CID10) - Cap X - Doenças do Aparelho Respiratório",8,7,12,15,12,12,15,9,10,16,10
"3020","Jataizinho","Óbitos (CID10) - Cap XI - Doenças do Aparelho Digestivo",7,5,3,5,9,9,5,3,4,5,11
"3021","Jataizinho","Óbitos (CID10) - Cap XII - Doenças da Pele e do Tecido Celular Subcutâneo",1,NA,1,1,NA,NA,1,NA,1,NA,NA
"3022","Jataizinho","Óbitos (CID10) - Cap XIII - Doenças do Sistema Osteomuscular e do Tecido Conjuntivo",NA,NA,NA,1,NA,1,NA,NA,NA,1,NA
"3023","Jataizinho","Óbitos (CID10) - Cap XIV - Doenças do Aparelho Geniturinário",1,3,NA,2,1,1,2,NA,3,4,1
"3024","Jataizinho","Óbitos (CID10) - Cap XV - Gravidez, Parto e Puerpério",NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA
"3025","Jataizinho","Óbitos (CID10) - Cap XVI - Algumas Afecções Originadas no Período Perinatal",2,2,NA,NA,NA,1,NA,5,1,3,1
"3026","Jataizinho","Óbitos (CID10) - Cap XVII - Mal Formação Congênita, Deformidades, Anomalias Cromossômicas",NA,1,NA,NA,1,2,1,1,NA,NA,1
"3027","Jesuítas","Nascidos Vivos - Total",84,84,96,103,109,101,101,101,97,98,104
"3028","Jesuítas","Óbitos (CID10) - Total (Mortalidade Geral)",65,66,55,64,72,70,88,86,83,82,79
"3029","Jesuítas","Óbitos (CID10) - Cap I - Algumas Doenças Infecciosas e Parasitárias",NA,NA,1,1,2,1,2,NA,1,NA,9
"3030","Jesuítas","Óbitos (CID10) - Cap II - Neoplasias (Tumores)",9,14,11,19,14,16,16,20,16,17,13
"3031","Jesuítas","Óbitos (CID10) - Cap III - Doenças do Sangue, Órgãos Hematopoéticos e Transtornos Imunitários",NA,NA,NA,NA,NA,NA,1,3,1,NA,NA
"3032","Jesuítas","Óbitos (CID10) - Cap IV - Doenças Endócrinas, Nutricionais e Metabólicas",6,4,2,3,2,1,3,2,4,7,5
"3033","Jesuítas","Óbitos (CID10) - Cap V - Transtornos Mentais e Comportamentais",NA,NA,NA,NA,NA,1,NA,NA,2,1,NA
"3034","Jesuítas","Óbitos (CID10) - Cap VI - Doenças do Sistema Nervoso",1,1,1,2,1,3,2,NA,1,4,3
"3035","Jesuítas","Óbitos (CID10) - Cap IX - Doenças do Aparelho Circulatório",31,29,24,24,26,22,36,34,33,21,29
"3036","Jesuítas","Óbitos (CID10) - Cap X - Doenças do Aparelho Respiratório",4,7,5,3,14,7,11,9,10,12,5
"3037","Jesuítas","Óbitos (CID10) - Cap XI - Doenças do Aparelho Digestivo",4,3,5,2,4,3,6,1,4,7,4
"3038","Jesuítas","Óbitos (CID10) - Cap XII - Doenças da Pele e do Tecido Celular Subcutâneo",NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA
"3039","Jesuítas","Óbitos (CID10) - Cap XIII - Doenças do Sistema Osteomuscular e do Tecido Conjuntivo",NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA
"3040","Jesuítas","Óbitos (CID10) - Cap XIV - Doenças do Aparelho Geniturinário",3,3,NA,NA,3,1,1,5,4,6,3
"3041","Jesuítas","Óbitos (CID10) - Cap XV - Gravidez, Parto e Puerpério",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3042","Jesuítas","Óbitos (CID10) - Cap XVI - Algumas Afecções Originadas no Período Perinatal",NA,NA,NA,NA,NA,NA,1,NA,NA,1,NA
"3043","Jesuítas","Óbitos (CID10) - Cap XVII - Mal Formação Congênita, Deformidades, Anomalias Cromossômicas",NA,NA,NA,NA,1,1,1,2,NA,NA,1
"3044","Joaquim Távora","Nascidos Vivos - Total",138,131,129,148,184,189,157,163,147,168,172
"3045","Joaquim Távora","Óbitos (CID10) - Total (Mortalidade Geral)",109,112,113,89,87,98,95,101,117,107,91
"3046","Joaquim Távora","Óbitos (CID10) - Cap I - Algumas Doenças Infecciosas e Parasitárias",5,2,6,4,3,6,7,4,5,3,8
"3047","Joaquim Távora","Óbitos (CID10) - Cap II - Neoplasias (Tumores)",20,18,20,9,14,14,17,12,19,18,18
"3048","Joaquim Távora","Óbitos (CID10) - Cap III - Doenças do Sangue, Órgãos Hematopoéticos e Transtornos Imunitários",NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3049","Joaquim Távora","Óbitos (CID10) - Cap IV - Doenças Endócrinas, Nutricionais e Metabólicas",4,11,10,5,10,8,8,9,11,10,11
"3050","Joaquim Távora","Óbitos (CID10) - Cap V - Transtornos Mentais e Comportamentais",NA,2,1,1,NA,3,2,NA,2,NA,NA
"3051","Joaquim Távora","Óbitos (CID10) - Cap VI - Doenças do Sistema Nervoso",2,1,3,1,1,1,3,1,1,6,2
"3052","Joaquim Távora","Óbitos (CID10) - Cap IX - Doenças do Aparelho Circulatório",43,31,34,34,29,29,22,35,38,35,19
"3053","Joaquim Távora","Óbitos (CID10) - Cap X - Doenças do Aparelho Respiratório",12,13,16,10,13,12,7,16,19,9,10
"3054","Joaquim Távora","Óbitos (CID10) - Cap XI - Doenças do Aparelho Digestivo",8,10,8,3,7,5,4,6,5,8,9
"3055","Joaquim Távora","Óbitos (CID10) - Cap XII - Doenças da Pele e do Tecido Celular Subcutâneo",NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA
"3056","Joaquim Távora","Óbitos (CID10) - Cap XIII - Doenças do Sistema Osteomuscular e do Tecido Conjuntivo",NA,NA,NA,NA,NA,1,NA,NA,1,1,NA
"3057","Joaquim Távora","Óbitos (CID10) - Cap XIV - Doenças do Aparelho Geniturinário",NA,1,1,2,2,1,2,2,3,4,NA
"3058","Joaquim Távora","Óbitos (CID10) - Cap XV - Gravidez, Parto e Puerpério",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3059","Joaquim Távora","Óbitos (CID10) - Cap XVI - Algumas Afecções Originadas no Período Perinatal",2,1,1,1,NA,2,NA,2,1,1,1
"3060","Joaquim Távora","Óbitos (CID10) - Cap XVII - Mal Formação Congênita, Deformidades, Anomalias Cromossômicas",NA,1,NA,2,NA,NA,1,1,NA,1,2
"3061","Jundiaí do Sul","Nascidos Vivos - Total",34,33,36,25,41,41,42,31,51,39,43
"3062","Jundiaí do Sul","Óbitos (CID10) - Total (Mortalidade Geral)",27,27,25,23,24,22,24,31,30,32,28
"3063","Jundiaí do Sul","Óbitos (CID10) - Cap I - Algumas Doenças Infecciosas e Parasitárias",3,1,2,3,1,1,3,1,1,2,1
"3064","Jundiaí do Sul","Óbitos (CID10) - Cap II - Neoplasias (Tumores)",5,6,6,4,2,4,2,6,7,2,5
"3065","Jundiaí do Sul","Óbitos (CID10) - Cap III - Doenças do Sangue, Órgãos Hematopoéticos e Transtornos Imunitários",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3066","Jundiaí do Sul","Óbitos (CID10) - Cap IV - Doenças Endócrinas, Nutricionais e Metabólicas",1,2,2,NA,6,1,1,1,3,5,1
"3067","Jundiaí do Sul","Óbitos (CID10) - Cap V - Transtornos Mentais e Comportamentais",NA,NA,NA,NA,NA,NA,1,1,1,NA,NA
"3068","Jundiaí do Sul","Óbitos (CID10) - Cap VI - Doenças do Sistema Nervoso",1,2,1,NA,NA,NA,NA,NA,NA,NA,2
"3069","Jundiaí do Sul","Óbitos (CID10) - Cap IX - Doenças do Aparelho Circulatório",10,8,9,5,9,6,8,9,7,9,12
"3070","Jundiaí do Sul","Óbitos (CID10) - Cap X - Doenças do Aparelho Respiratório",1,2,2,3,2,4,2,6,4,3,1
"3071","Jundiaí do Sul","Óbitos (CID10) - Cap XI - Doenças do Aparelho Digestivo",1,3,1,2,3,2,2,2,2,4,NA
"3072","Jundiaí do Sul","Óbitos (CID10) - Cap XII - Doenças da Pele e do Tecido Celular Subcutâneo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"3073","Jundiaí do Sul","Óbitos (CID10) - Cap XIII - Doenças do Sistema Osteomuscular e do Tecido Conjuntivo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3074","Jundiaí do Sul","Óbitos (CID10) - Cap XIV - Doenças do Aparelho Geniturinário",NA,1,NA,2,NA,NA,NA,1,1,3,NA
"3075","Jundiaí do Sul","Óbitos (CID10) - Cap XV - Gravidez, Parto e Puerpério",NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA
"3076","Jundiaí do Sul","Óbitos (CID10) - Cap XVI - Algumas Afecções Originadas no Período Perinatal",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"3077","Jundiaí do Sul","Óbitos (CID10) - Cap XVII - Mal Formação Congênita, Deformidades, Anomalias Cromossômicas",NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA
"3078","Juranda","Nascidos Vivos - Total",96,102,94,106,91,74,100,96,103,103,99
"3079","Juranda","Óbitos (CID10) - Total (Mortalidade Geral)",58,43,46,60,58,56,65,54,50,78,59
"3080","Juranda","Óbitos (CID10) - Cap I - Algumas Doenças Infecciosas e Parasitárias",1,1,NA,NA,1,1,NA,NA,1,2,4
"3081","Juranda","Óbitos (CID10) - Cap II - Neoplasias (Tumores)",12,11,6,11,12,7,10,11,8,10,9
"3082","Juranda","Óbitos (CID10) - Cap III - Doenças do Sangue, Órgãos Hematopoéticos e Transtornos Imunitários",NA,NA,NA,NA,1,NA,NA,1,NA,NA,NA
"3083","Juranda","Óbitos (CID10) - Cap IV - Doenças Endócrinas, Nutricionais e Metabólicas",5,1,3,1,2,3,1,3,1,7,3
"3084","Juranda","Óbitos (CID10) - Cap V - Transtornos Mentais e Comportamentais",NA,NA,NA,1,2,NA,NA,NA,NA,NA,1
"3085","Juranda","Óbitos (CID10) - Cap VI - Doenças do Sistema Nervoso",3,1,2,NA,NA,1,2,2,3,2,2
"3086","Juranda","Óbitos (CID10) - Cap IX - Doenças do Aparelho Circulatório",19,16,19,28,21,17,24,18,21,31,16
"3087","Juranda","Óbitos (CID10) - Cap X - Doenças do Aparelho Respiratório",5,3,4,4,3,4,10,3,6,7,6
"3088","Juranda","Óbitos (CID10) - Cap XI - Doenças do Aparelho Digestivo",5,2,1,2,2,3,7,3,2,4,6
"3089","Juranda","Óbitos (CID10) - Cap XII - Doenças da Pele e do Tecido Celular Subcutâneo",NA,NA,NA,NA,1,NA,NA,1,NA,NA,NA
"3090","Juranda","Óbitos (CID10) - Cap XIII - Doenças do Sistema Osteomuscular e do Tecido Conjuntivo",NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
"3091","Juranda","Óbitos (CID10) - Cap XIV - Doenças do Aparelho Geniturinário",1,1,NA,NA,NA,1,1,NA,NA,1,2
"3092","Juranda","Óbitos (CID10) - Cap XV - Gravidez, Parto e Puerpério",NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
"3093","Juranda","Óbitos (CID10) - Cap XVI - Algumas Afecções Originadas no Período Perinatal",NA,1,NA,1,NA,NA,NA,NA,NA,1,NA
"3094","Juranda","Óbitos (CID10) - Cap XVII - Mal Formação Congênita, Deformidades, Anomalias Cromossômicas",NA,1,NA,1,NA,2,2,NA,NA,NA,NA
"3095","Jussara","Nascidos Vivos - Total",91,90,91,90,92,91,86,90,88,85,69
"3096","Jussara","Óbitos (CID10) - Total (Mortalidade Geral)",53,45,46,50,45,48,46,67,43,50,55
"3097","Jussara","Óbitos (CID10) - Cap I - Algumas Doenças Infecciosas e Parasitárias",2,NA,NA,3,1,NA,NA,NA,NA,3,4
"3098","Jussara","Óbitos (CID10) - Cap II - Neoplasias (Tumores)",9,6,7,10,6,5,13,9,8,8,11
"3099","Jussara","Óbitos (CID10) - Cap III - Doenças do Sangue, Órgãos Hematopoéticos e Transtornos Imunitários",NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA
"3100","Jussara","Óbitos (CID10) - Cap IV - Doenças Endócrinas, Nutricionais e Metabólicas",NA,2,5,3,3,1,6,11,3,5,4
"3101","Jussara","Óbitos (CID10) - Cap V - Transtornos Mentais e Comportamentais",NA,NA,NA,1,2,NA,NA,1,1,NA,1
"3102","Jussara","Óbitos (CID10) - Cap VI - Doenças do Sistema Nervoso",3,3,2,NA,1,1,NA,2,NA,1,2
"3103","Jussara","Óbitos (CID10) - Cap IX - Doenças do Aparelho Circulatório",20,18,20,15,16,24,11,19,15,20,17
"3104","Jussara","Óbitos (CID10) - Cap X - Doenças do Aparelho Respiratório",5,8,1,4,5,5,3,14,6,3,5
"3105","Jussara","Óbitos (CID10) - Cap XI - Doenças do Aparelho Digestivo",2,2,4,4,3,5,4,2,3,2,4
"3106","Jussara","Óbitos (CID10) - Cap XII - Doenças da Pele e do Tecido Celular Subcutâneo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"3107","Jussara","Óbitos (CID10) - Cap XIII - Doenças do Sistema Osteomuscular e do Tecido Conjuntivo",NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
"3108","Jussara","Óbitos (CID10) - Cap XIV - Doenças do Aparelho Geniturinário",NA,1,NA,NA,1,NA,1,1,2,2,2
"3109","Jussara","Óbitos (CID10) - Cap XV - Gravidez, Parto e Puerpério",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3110","Jussara","Óbitos (CID10) - Cap XVI - Algumas Afecções Originadas no Período Perinatal",1,NA,NA,NA,NA,NA,NA,1,NA,NA,NA
"3111","Jussara","Óbitos (CID10) - Cap XVII - Mal Formação Congênita, Deformidades, Anomalias Cromossômicas",NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA
"3112","Kaloré","Nascidos Vivos - Total",60,43,45,54,49,57,47,49,51,50,50
"3113","Kaloré","Óbitos (CID10) - Total (Mortalidade Geral)",36,42,49,45,43,52,46,35,46,48,41
"3114","Kaloré","Óbitos (CID10) - Cap I - Algumas Doenças Infecciosas e Parasitárias",1,4,1,NA,NA,2,1,1,1,1,3
"3115","Kaloré","Óbitos (CID10) - Cap II - Neoplasias (Tumores)",4,7,4,9,7,8,12,3,8,7,11
"3116","Kaloré","Óbitos (CID10) - Cap III - Doenças do Sangue, Órgãos Hematopoéticos e Transtornos Imunitários",NA,NA,NA,NA,NA,NA,1,NA,NA,1,NA
