harvest;code_city;city;nr;group;code_variable;variable;standard;area;herd;slaughter;load;production;gpv
19/20;4112306;Japira;Jacarezinho;C;1501;ABACAXI;TON;3;;;;80;120800
19/20;4112405;Japurá;Cianorte;C;1501;ABACAXI;TON;2;;;;60;90600
19/20;4112751;Jesuítas;Toledo;C;1501;ABACAXI;TON;5;;;;90;135900
19/20;4112801;Joaquim Távora;Jacarezinho;C;1501;ABACAXI;TON;2;;;;55;83050
19/20;4112900;Jundiaí do Sul;Jacarezinho;C;1501;ABACAXI;TON;4;;;;80;120800
19/20;4113304;Laranjeiras do Sul;Laranjeiras do Sul;C;1501;ABACAXI;TON;0,1;;;;0,1;151
19/20;4113502;Loanda;Paranavaí;C;1501;ABACAXI;TON;27;;;;864;1304640
19/20;4113601;Lobato;Maringá;C;1501;ABACAXI;TON;1;;;;31;46810
19/20;4113809;Lupionópolis;Londrina;C;1501;ABACAXI;TON;0,5;;;;8;12080
19/20;4114104;Mandaguaçu;Maringá;C;1501;ABACAXI;TON;1,5;;;;45;67950
19/20;4114708;Maria Helena;Umuarama;C;1501;ABACAXI;TON;1;;;;25;37750
19/20;4115002;Marilena;Paranavaí;C;1501;ABACAXI;TON;5;;;;150;226500
19/20;4115457;Marquinho;Laranjeiras do Sul;C;1501;ABACAXI;TON;0,1;;;;0,1;151
19/20;4115853;Mercedes;Toledo;C;1501;ABACAXI;TON;1;;;;12;18120
19/20;4115903;Mirador;Paranavaí;C;1501;ABACAXI;TON;0,5;;;;5;7550
19/20;4116109;Moreira Sales;Campo Mourão;C;1501;ABACAXI;TON;1;;;;17;25670
19/20;4116505;Nova Aliança do Ivaí;Paranavaí;C;1501;ABACAXI;TON;4;;;;112;169120
19/20;4116901;Nova Esperança;Maringá;C;1501;ABACAXI;TON;10;;;;300;453000
19/20;4117057;Nova Laranjeiras;Laranjeiras do Sul;C;1501;ABACAXI;TON;0,1;;;;0,2;302
19/20;4117255;Nova Prata do Iguaçu;Dois Vizinhos;C;1501;ABACAXI;TON;2;;;;28;42280
19/20;4117305;Ortigueira;Ponta Grossa;C;1501;ABACAXI;TON;0,2;;;;0,65;981,5
19/20;4118006;Paraíso do Norte;Paranavaí;C;1501;ABACAXI;TON;7;;;;245;369950
19/20;4118402;Paranavaí;Paranavaí;C;1501;ABACAXI;TON;0,2;;;;1;1510
19/20;4118808;Peabiru;Campo Mourão;C;1501;ABACAXI;TON;1;;;;15;22650
19/20;4118907;Pérola;Umuarama;C;1501;ABACAXI;TON;1;;;;35;52850
19/20;4119202;Pinhalão;Jacarezinho;C;1501;ABACAXI;TON;3;;;;28;42280
19/20;4119608;Pitanga;Pitanga;C;1501;ABACAXI;TON;0,5;;;;8;12080
19/20;4119806;Planalto;Francisco Beltrão;C;1501;ABACAXI;TON;2;;;;28;42280
19/20;4120150;Porto Barreiro;Laranjeiras do Sul;C;1501;ABACAXI;TON;0,1;;;;0,1;151
19/20;4120200;Porto Rico;Paranavaí;C;1501;ABACAXI;TON;5;;;;150;226500
19/20;4120606;Prudentópolis;Guarapuava;C;1501;ABACAXI;TON;2;;;;29;43790
19/20;4120705;Quatiguá;Jacarezinho;C;1501;ABACAXI;TON;2,5;;;;75;113250
19/20;4120903;Quedas do Iguaçu;Laranjeiras do Sul;C;1501;ABACAXI;TON;0,1;;;;0,5;755
19/20;4121406;Realeza;Francisco Beltrão;C;1501;ABACAXI;TON;1;;;;15;22650
19/20;4121703;Reserva;Ponta Grossa;C;1501;ABACAXI;TON;0,5;;;;8;12080
19/20;4121802;Ribeirão Claro;Jacarezinho;C;1501;ABACAXI;TON;10;;;;70;105700
19/20;4122156;Rio Bonito do Iguaçu;Laranjeiras do Sul;C;1501;ABACAXI;TON;0,1;;;;0,5;755
19/20;4122172;Rio Branco do Ivaí;Ivaiporã;C;1501;ABACAXI;TON;2;;;;20;30200
19/20;4122503;Roncador;Campo Mourão;C;1501;ABACAXI;TON;0,5;;;;3;4530
19/20;4122800;Salgado Filho;Francisco Beltrão;C;1501;ABACAXI;TON;1;;;;15;22650
19/20;4122909;Salto do Itararé;Jacarezinho;C;1501;ABACAXI;TON;1;;;;20;30200
19/20;4123006;Salto do Lontra;Dois Vizinhos;C;1501;ABACAXI;TON;1;;;;16;24160
19/20;4123501;Santa Helena;Toledo;C;1501;ABACAXI;TON;3;;;;54;81540
19/20;4123709;Santa Isabel do Ivaí;Paranavaí;C;1501;ABACAXI;TON;100;;;;3800;5738000
19/20;4123824;Santa Lúcia;Cascavel;C;1501;ABACAXI;TON;2,5;;;;62,5;94375
19/20;4123956;Santa Mônica;Paranavaí;C;1501;ABACAXI;TON;140;;;;5320;8033200
19/20;4124004;Santana do Itararé;Jacarezinho;C;1501;ABACAXI;TON;8;;;;150;226500
19/20;4124103;Santo Antônio da Platina;Jacarezinho;C;1501;ABACAXI;TON;1;;;;30;45300
19/20;4124509;Santo Inácio;Maringá;C;1501;ABACAXI;TON;5;;;;200;302000
19/20;4124608;São Carlos do Ivaí;Paranavaí;C;1501;ABACAXI;TON;1;;;;35;52850
19/20;4125308;São Jorge do Ivaí;Maringá;C;1501;ABACAXI;TON;1;;;;25;37750
19/20;4125407;São José da Boa Vista;Jacarezinho;C;1501;ABACAXI;TON;4;;;;48;72480
19/20;4125456;São José das Palmeiras;Toledo;C;1501;ABACAXI;TON;4;;;;60;90600
19/20;4125555;São Manoel do Paraná;Cianorte;C;1501;ABACAXI;TON;1;;;;35;52850
19/20;4125753;São Pedro do Iguaçu;Toledo;C;1501;ABACAXI;TON;0,8;;;;12;18120
19/20;4125803;São Pedro do Ivaí;Ivaiporã;C;1501;ABACAXI;TON;0,2;;;;2;3020
19/20;4125902;São Pedro do Paraná;Paranavaí;C;1501;ABACAXI;TON;2;;;;64;96640
19/20;4126108;São Tomé;Cianorte;C;1501;ABACAXI;TON;3;;;;85;128350
19/20;4126306;Sengés;Ponta Grossa;C;1501;ABACAXI;TON;3,5;;;;105;158550
19/20;4126405;Sertaneja;Cornélio Procópio;C;1501;ABACAXI;TON;1;;;;12;18120
19/20;4126900;Tapira;Umuarama;C;1501;ABACAXI;TON;3;;;;45;67950
19/20;4127304;Terra Rica;Paranavaí;C;1501;ABACAXI;TON;4;;;;120;181200
19/20;4127403;Terra Roxa;Toledo;C;1501;ABACAXI;TON;2;;;;24;36240
19/20;4127809;Tomazina;Jacarezinho;C;1501;ABACAXI;TON;2;;;;20;30200
19/20;4128104;Umuarama;Umuarama;C;1501;ABACAXI;TON;2;;;;60;90600
19/20;4128302;Uniflor;Maringá;C;1501;ABACAXI;TON;1;;;;18;27180
19/20;4128500;Wenceslau Braz;Jacarezinho;C;1501;ABACAXI;TON;1;;;;6;9060
19/20;4128609;Verê;Francisco Beltrão;C;1501;ABACAXI;TON;1;;;;16;24160
19/20;4128625;Alto Paraíso;Umuarama;C;1501;ABACAXI;TON;0,5;;;;15;22650
19/20;4128633;Doutor Ulysses;Curitiba;C;1501;ABACAXI;TON;0,5;;;;6;9060
19/20;4128658;Virmond;Laranjeiras do Sul;C;1501;ABACAXI;TON;0,1;;;;0,1;151
19/20;4100202;Adrianópolis;Curitiba;B;2002;ABOBORA (seca/madura);TON;13;;;;270;259200
19/20;4100301;Agudos do Sul;Curitiba;B;2002;ABOBORA (seca/madura);TON;25;;;;550;528000
19/20;4100400;Almirante Tamandaré;Curitiba;B;2002;ABOBORA (seca/madura);TON;25;;;;625;600000
19/20;4100459;Altamira do Paraná;Campo Mourão;B;2002;ABOBORA (seca/madura);TON;2;;;;44;42240
19/20;4100509;Altônia;Umuarama;B;2002;ABOBORA (seca/madura);TON;5;;;;100;96000
19/20;4100608;Alto Paraná;Paranavaí;B;2002;ABOBORA (seca/madura);TON;0,5;;;;10;9600
19/20;4100707;Alto Piquiri;Umuarama;B;2002;ABOBORA (seca/madura);TON;1;;;;20;19200
19/20;4100806;Alvorada do Sul;Londrina;B;2002;ABOBORA (seca/madura);TON;3;;;;60;57600
19/20;4101002;Ampére;Francisco Beltrão;B;2002;ABOBORA (seca/madura);TON;6;;;;150;144000
19/20;4101051;Anahy;Cascavel;B;2002;ABOBORA (seca/madura);TON;3;;;;75;72000
19/20;4101150;Ângulo;Maringá;B;2002;ABOBORA (seca/madura);TON;2;;;;38;36480
19/20;4101200;Antonina;Paranaguá;B;2002;ABOBORA (seca/madura);TON;3;;;;60;57600
19/20;4101309;Antônio Olinto;União da Vitória;B;2002;ABOBORA (seca/madura);TON;20;;;;450;432000
19/20;4101655;Arapuã;Ivaiporã;B;2002;ABOBORA (seca/madura);TON;2;;;;24;23040
19/20;4101705;Araruna;Campo Mourão;B;2002;ABOBORA (seca/madura);TON;2;;;;36;34560
19/20;4101804;Araucária;Curitiba;B;2002;ABOBORA (seca/madura);TON;100;;;;2000;1920000
19/20;4101853;Ariranha do Ivaí;Ivaiporã;B;2002;ABOBORA (seca/madura);TON;0,7;;;;10,5;10080
19/20;4102000;Assis Chateaubriand;Toledo;B;2002;ABOBORA (seca/madura);TON;6;;;;170;163200
19/20;4102109;Astorga;Maringá;B;2002;ABOBORA (seca/madura);TON;10;;;;190;182400
19/20;4102208;Atalaia;Maringá;B;2002;ABOBORA (seca/madura);TON;1;;;;10;9600
19/20;4102307;Balsa Nova;Curitiba;B;2002;ABOBORA (seca/madura);TON;5;;;;105;100800
19/20;4102505;Barbosa Ferraz;Campo Mourão;B;2002;ABOBORA (seca/madura);TON;9;;;;171;164160
19/20;4102604;Barracão;Francisco Beltrão;B;2002;ABOBORA (seca/madura);TON;6;;;;148;142080
19/20;4102703;Barra do Jacaré;Jacarezinho;B;2002;ABOBORA (seca/madura);TON;2,5;;;;35;33600
19/20;4102752;Bela Vista da Caroba;Francisco Beltrão;B;2002;ABOBORA (seca/madura);TON;10;;;;280;268800
19/20;4102802;Bela Vista do Paraíso;Londrina;B;2002;ABOBORA (seca/madura);TON;3;;;;60;57600
19/20;4102901;Bituruna;União da Vitória;B;2002;ABOBORA (seca/madura);TON;80;;;;1400;1344000
19/20;4103024;Boa Esperança do Iguaçu;Dois Vizinhos;B;2002;ABOBORA (seca/madura);TON;2;;;;62;59520
19/20;4103040;Boa Ventura de São Roque;Pitanga;B;2002;ABOBORA (seca/madura);TON;20;;;;380;364800
19/20;4103057;Boa Vista da Aparecida;Cascavel;B;2002;ABOBORA (seca/madura);TON;4;;;;90;86400
19/20;4103107;Bocaiúva do Sul;Curitiba;B;2002;ABOBORA (seca/madura);TON;28;;;;580;556800
19/20;4103156;Bom Jesus do Sul;Francisco Beltrão;B;2002;ABOBORA (seca/madura);TON;13;;;;306;293760
19/20;4103305;Borrazópolis;Ivaiporã;B;2002;ABOBORA (seca/madura);TON;0,3;;;;3;2880
19/20;4103354;Braganey;Cascavel;B;2002;ABOBORA (seca/madura);TON;8;;;;210;201600
19/20;4103404;Cafeara;Londrina;B;2002;ABOBORA (seca/madura);TON;1;;;;25;24000
19/20;4103453;Cafelândia;Cascavel;B;2002;ABOBORA (seca/madura);TON;2;;;;50;48000
19/20;4103479;Cafezal do Sul;Umuarama;B;2002;ABOBORA (seca/madura);TON;2;;;;50;48000
19/20;4103503;Califórnia;Apucarana;B;2002;ABOBORA (seca/madura);TON;4;;;;160;153600
19/20;4103602;Cambará;Jacarezinho;B;2002;ABOBORA (seca/madura);TON;3;;;;50;48000
19/20;4103701;Cambé;Londrina;B;2002;ABOBORA (seca/madura);TON;3;;;;60;57600
19/20;4103909;Campina da Lagoa;Campo Mourão;B;2002;ABOBORA (seca/madura);TON;1;;;;18;17280
19/20;4103958;Campina do Simão;Guarapuava;B;2002;ABOBORA (seca/madura);TON;9;;;;145;139200
19/20;4104006;Campina Grande do Sul;Curitiba;B;2002;ABOBORA (seca/madura);TON;6;;;;105;100800
19/20;4104055;Campo Bonito;Cascavel;B;2002;ABOBORA (seca/madura);TON;10;;;;232;222720
19/20;4104105;Campo do Tenente;Curitiba;B;2002;ABOBORA (seca/madura);TON;30;;;;420;403200
19/20;4104204;Campo Largo;Curitiba;B;2002;ABOBORA (seca/madura);TON;26;;;;780;748800
19/20;4104253;Campo Magro;Curitiba;B;2002;ABOBORA (seca/madura);TON;30;;;;660;633600
19/20;4104303;Campo Mourão;Campo Mourão;B;2002;ABOBORA (seca/madura);TON;5;;;;95;91200
19/20;4104402;Cândido de Abreu;Pitanga;B;2002;ABOBORA (seca/madura);TON;5;;;;95;91200
19/20;4104428;Candói;Guarapuava;B;2002;ABOBORA (seca/madura);TON;11;;;;225;216000
19/20;4104451;Cantagalo;Guarapuava;B;2002;ABOBORA (seca/madura);TON;11;;;;210;201600
19/20;4104501;Capanema;Francisco Beltrão;B;2002;ABOBORA (seca/madura);TON;12;;;;318;305280
19/20;4104600;Capitão Leônidas Marques;Cascavel;B;2002;ABOBORA (seca/madura);TON;2;;;;46;44160
19/20;4104709;Carlópolis;Jacarezinho;B;2002;ABOBORA (seca/madura);TON;10;;;;80;76800
19/20;4104808;Cascavel;Cascavel;B;2002;ABOBORA (seca/madura);TON;25;;;;570;547200
19/20;4105003;Catanduvas;Cascavel;B;2002;ABOBORA (seca/madura);TON;7,5;;;;173;166080
19/20;4105102;Centenário do Sul;Londrina;B;2002;ABOBORA (seca/madura);TON;1;;;;18;17280
19/20;4105201;Cerro Azul;Curitiba;B;2002;ABOBORA (seca/madura);TON;135;;;;2700;2592000
19/20;4105300;Céu Azul;Cascavel;B;2002;ABOBORA (seca/madura);TON;10;;;;230;220800
19/20;4105409;Chopinzinho;Pato Branco;B;2002;ABOBORA (seca/madura);TON;5;;;;60;57600
19/20;4105508;Cianorte;Cianorte;B;2002;ABOBORA (seca/madura);TON;7;;;;126;120960
19/20;4105607;Cidade Gaúcha;Cianorte;B;2002;ABOBORA (seca/madura);TON;1,7;;;;37;35520
19/20;4105706;Clevelândia;Pato Branco;B;2002;ABOBORA (seca/madura);TON;5;;;;46;44160
19/20;4105805;Colombo;Curitiba;B;2002;ABOBORA (seca/madura);TON;22;;;;528;506880
19/20;4106100;Conselheiro Mairinck;Jacarezinho;B;2002;ABOBORA (seca/madura);TON;30;;;;450;432000
19/20;4106209;Contenda;Curitiba;B;2002;ABOBORA (seca/madura);TON;20;;;;430;412800
19/20;4106308;Corbélia;Cascavel;B;2002;ABOBORA (seca/madura);TON;13;;;;221;212160
19/20;4106407;Cornélio Procópio;Cornélio Procópio;B;2002;ABOBORA (seca/madura);TON;0,5;;;;15;14400
19/20;4106456;Coronel Domingos Soares;Pato Branco;B;2002;ABOBORA (seca/madura);TON;5;;;;70;67200
19/20;4106506;Coronel Vivida;Pato Branco;B;2002;ABOBORA (seca/madura);TON;3;;;;20;19200
19/20;4106555;Corumbataí do Sul;Campo Mourão;B;2002;ABOBORA (seca/madura);TON;2,5;;;;45;43200
19/20;4106571;Cruzeiro do Iguaçu;Dois Vizinhos;B;2002;ABOBORA (seca/madura);TON;2;;;;62;59520
19/20;4106605;Cruzeiro do Oeste;Umuarama;B;2002;ABOBORA (seca/madura);TON;5;;;;120;115200
19/20;4106803;Cruz Machado;União da Vitória;B;2002;ABOBORA (seca/madura);TON;200;;;;1000;960000
19/20;4106852;Cruzmaltina;Ivaiporã;B;2002;ABOBORA (seca/madura);TON;1;;;;15;14400
19/20;4106902;Curitiba;Curitiba;B;2002;ABOBORA (seca/madura);TON;1;;;;20;19200
19/20;4107009;Curiúva;Jacarezinho;B;2002;ABOBORA (seca/madura);TON;4;;;;30;28800
19/20;4107124;Diamante do Sul;Laranjeiras do Sul;B;2002;ABOBORA (seca/madura);TON;2;;;;24;23040
19/20;4107157;Diamante D'Oeste;Cascavel;B;2002;ABOBORA (seca/madura);TON;20;;;;480;460800
19/20;4107207;Dois Vizinhos;Dois Vizinhos;B;2002;ABOBORA (seca/madura);TON;10;;;;240;230400
19/20;4107256;Douradina;Umuarama;B;2002;ABOBORA (seca/madura);TON;2,5;;;;50;48000
19/20;4107306;Doutor Camargo;Maringá;B;2002;ABOBORA (seca/madura);TON;1;;;;30;28800
19/20;4107405;Enéas Marques;Francisco Beltrão;B;2002;ABOBORA (seca/madura);TON;2;;;;60;57600
19/20;4107504;Engenheiro Beltrão;Campo Mourão;B;2002;ABOBORA (seca/madura);TON;4;;;;80;76800
19/20;4107520;Esperança Nova;Umuarama;B;2002;ABOBORA (seca/madura);TON;1;;;;25;24000
19/20;4107538;Entre Rios do Oeste;Toledo;B;2002;ABOBORA (seca/madura);TON;2;;;;40;38400
19/20;4107546;Espigão Alto do Iguaçu;Laranjeiras do Sul;B;2002;ABOBORA (seca/madura);TON;3;;;;42;40320
19/20;4107553;Farol;Campo Mourão;B;2002;ABOBORA (seca/madura);TON;2;;;;40;38400
19/20;4107603;Faxinal;Ivaiporã;B;2002;ABOBORA (seca/madura);TON;6;;;;120;115200
19/20;4107652;Fazenda Rio Grande;Curitiba;B;2002;ABOBORA (seca/madura);TON;6;;;;180;172800
19/20;4107702;Fênix;Campo Mourão;B;2002;ABOBORA (seca/madura);TON;1,5;;;;29,4;28224
19/20;4107736;Fernandes Pinheiro;Irati;B;2002;ABOBORA (seca/madura);TON;1;;;;15;14400
19/20;4107751;Figueira;Jacarezinho;B;2002;ABOBORA (seca/madura);TON;4;;;;80;76800
19/20;4107801;Floraí;Maringá;B;2002;ABOBORA (seca/madura);TON;1;;;;15;14400
19/20;4107850;Flor da Serra do Sul;Francisco Beltrão;B;2002;ABOBORA (seca/madura);TON;4;;;;102;97920
19/20;4107900;Floresta;Maringá;B;2002;ABOBORA (seca/madura);TON;5;;;;85;81600
19/20;4108007;Florestópolis;Londrina;B;2002;ABOBORA (seca/madura);TON;1;;;;18;17280
19/20;4108205;Formosa do Oeste;Toledo;B;2002;ABOBORA (seca/madura);TON;0,3;;;;6;5760
19/20;4108304;Foz do Iguaçu;Cascavel;B;2002;ABOBORA (seca/madura);TON;8;;;;184;176640
19/20;4108320;Francisco Alves;Umuarama;B;2002;ABOBORA (seca/madura);TON;1;;;;20;19200
19/20;4108403;Francisco Beltrão;Francisco Beltrão;B;2002;ABOBORA (seca/madura);TON;12;;;;320;307200
19/20;4108452;Foz do Jordão;Guarapuava;B;2002;ABOBORA (seca/madura);TON;5;;;;92;88320
19/20;4108502;General Carneiro;União da Vitória;B;2002;ABOBORA (seca/madura);TON;20;;;;240;230400
19/20;4108551;Godoy Moreira;Ivaiporã;B;2002;ABOBORA (seca/madura);TON;2;;;;40;38400
19/20;4108601;Goioerê;Campo Mourão;B;2002;ABOBORA (seca/madura);TON;15;;;;285;273600
19/20;4108650;Goioxim;Guarapuava;B;2002;ABOBORA (seca/madura);TON;14;;;;285;273600
19/20;4108700;Grandes Rios;Ivaiporã;B;2002;ABOBORA (seca/madura);TON;5;;;;100;96000
19/20;4108809;Guaíra;Toledo;B;2002;ABOBORA (seca/madura);TON;4;;;;48;46080
19/20;4108908;Guairaçá;Paranavaí;B;2002;ABOBORA (seca/madura);TON;0,2;;;;0,6;576
19/20;4108957;Guamiranga;Irati;B;2002;ABOBORA (seca/madura);TON;5;;;;75;72000
19/20;4109005;Guapirama;Jacarezinho;B;2002;ABOBORA (seca/madura);TON;260;;;;5200;4992000
19/20;4109104;Guaporema;Cianorte;B;2002;ABOBORA (seca/madura);TON;0,3;;;;1;960
19/20;4109203;Guaraci;Londrina;B;2002;ABOBORA (seca/madura);TON;1;;;;18;17280
19/20;4109302;Guaraniaçu;Laranjeiras do Sul;B;2002;ABOBORA (seca/madura);TON;6;;;;90;86400
19/20;4109401;Guarapuava;Guarapuava;B;2002;ABOBORA (seca/madura);TON;45;;;;909;872640
19/20;4109500;Guaraqueçaba;Paranaguá;B;2002;ABOBORA (seca/madura);TON;3;;;;60;57600
19/20;4109609;Guaratuba;Paranaguá;B;2002;ABOBORA (seca/madura);TON;5;;;;100;96000
19/20;4109658;Honório Serpa;Pato Branco;B;2002;ABOBORA (seca/madura);TON;1,5;;;;20;19200
19/20;4109708;Ibaiti;Jacarezinho;B;2002;ABOBORA (seca/madura);TON;20;;;;340;326400
19/20;4109757;Ibema;Cascavel;B;2002;ABOBORA (seca/madura);TON;5;;;;98;94080
19/20;4109807;Ibiporã;Londrina;B;2002;ABOBORA (seca/madura);TON;2,5;;;;50;48000
19/20;4110003;Iguaraçu;Maringá;B;2002;ABOBORA (seca/madura);TON;0,5;;;;9;8640
19/20;4110052;Iguatu;Cascavel;B;2002;ABOBORA (seca/madura);TON;6;;;;135;129600
19/20;4110102;Imbituva;Irati;B;2002;ABOBORA (seca/madura);TON;14;;;;112;107520
19/20;4110201;Inácio Martins;Irati;B;2002;ABOBORA (seca/madura);TON;3;;;;90;86400
19/20;4110300;Inajá;Paranavaí;B;2002;ABOBORA (seca/madura);TON;0,1;;;;0,1;96
19/20;4110409;Indianópolis;Cianorte;B;2002;ABOBORA (seca/madura);TON;0,1;;;;1;960
19/20;4110607;Iporã;Umuarama;B;2002;ABOBORA (seca/madura);TON;2;;;;40;38400
19/20;4110706;Irati;Irati;B;2002;ABOBORA (seca/madura);TON;20;;;;540;518400
19/20;4110805;Iretama;Campo Mourão;B;2002;ABOBORA (seca/madura);TON;5;;;;95;91200
19/20;4110953;Itaipulândia;Cascavel;B;2002;ABOBORA (seca/madura);TON;0,5;;;;7;6720
19/20;4111209;Itapejara d'Oeste;Pato Branco;B;2002;ABOBORA (seca/madura);TON;1;;;;25;24000
19/20;4111258;Itaperuçu;Curitiba;B;2002;ABOBORA (seca/madura);TON;12;;;;252;241920
19/20;4111308;Itaúna do Sul;Paranavaí;B;2002;ABOBORA (seca/madura);TON;0,1;;;;0,1;96
19/20;4111506;Ivaiporã;Ivaiporã;B;2002;ABOBORA (seca/madura);TON;1,5;;;;25;24000
19/20;4111555;Ivaté;Umuarama;B;2002;ABOBORA (seca/madura);TON;2;;;;50;48000
19/20;4111704;Jaboti;Jacarezinho;B;2002;ABOBORA (seca/madura);TON;14;;;;370;355200
19/20;4111803;Jacarezinho;Jacarezinho;B;2002;ABOBORA (seca/madura);TON;20;;;;180;172800
19/20;4112108;Jandaia do Sul;Apucarana;B;2002;ABOBORA (seca/madura);TON;2;;;;32;30720
19/20;4112207;Janiópolis;Campo Mourão;B;2002;ABOBORA (seca/madura);TON;2;;;;38;36480
19/20;4112306;Japira;Jacarezinho;B;2002;ABOBORA (seca/madura);TON;6,5;;;;121;116160
19/20;4112405;Japurá;Cianorte;B;2002;ABOBORA (seca/madura);TON;1;;;;12;11520
19/20;4112504;Jardim Alegre;Ivaiporã;B;2002;ABOBORA (seca/madura);TON;6;;;;120;115200
19/20;4112603;Jardim Olinda;Paranavaí;B;2002;ABOBORA (seca/madura);TON;0,1;;;;0,1;96
19/20;4112751;Jesuítas;Toledo;B;2002;ABOBORA (seca/madura);TON;6,5;;;;97,5;93600
19/20;4112801;Joaquim Távora;Jacarezinho;B;2002;ABOBORA (seca/madura);TON;10;;;;250;240000
19/20;4112900;Jundiaí do Sul;Jacarezinho;B;2002;ABOBORA (seca/madura);TON;6;;;;120;115200
19/20;4113007;Jussara;Cianorte;B;2002;ABOBORA (seca/madura);TON;2;;;;34;32640
19/20;4113205;Lapa;Curitiba;B;2002;ABOBORA (seca/madura);TON;30;;;;660;633600
19/20;4113254;Laranjal;Pitanga;B;2002;ABOBORA (seca/madura);TON;4;;;;80;76800
19/20;4113304;Laranjeiras do Sul;Laranjeiras do Sul;B;2002;ABOBORA (seca/madura);TON;3;;;;27;25920
19/20;4113429;Lidianópolis;Ivaiporã;B;2002;ABOBORA (seca/madura);TON;0,5;;;;2,5;2400
19/20;4113452;Lindoeste;Cascavel;B;2002;ABOBORA (seca/madura);TON;20;;;;420;403200
19/20;4113502;Loanda;Paranavaí;B;2002;ABOBORA (seca/madura);TON;1,2;;;;22;21120
19/20;4113700;Londrina;Londrina;B;2002;ABOBORA (seca/madura);TON;45;;;;850;816000
19/20;4113734;Luiziana;Campo Mourão;B;2002;ABOBORA (seca/madura);TON;3;;;;51;48960
19/20;4113759;Lunardelli;Ivaiporã;B;2002;ABOBORA (seca/madura);TON;0,2;;;;2;1920
19/20;4113809;Lupionópolis;Londrina;B;2002;ABOBORA (seca/madura);TON;1;;;;20;19200
19/20;4113908;Mallet;Irati;B;2002;ABOBORA (seca/madura);TON;1;;;;15;14400
19/20;4114005;Mamborê;Campo Mourão;B;2002;ABOBORA (seca/madura);TON;1;;;;20;19200
19/20;4114104;Mandaguaçu;Maringá;B;2002;ABOBORA (seca/madura);TON;2;;;;41;39360
19/20;4114203;Mandaguari;Maringá;B;2002;ABOBORA (seca/madura);TON;10;;;;210;201600
19/20;4114302;Mandirituba;Curitiba;B;2002;ABOBORA (seca/madura);TON;20;;;;510;489600
19/20;4114351;Manfrinópolis;Francisco Beltrão;B;2002;ABOBORA (seca/madura);TON;6;;;;160;153600
19/20;4114401;Mangueirinha;Pato Branco;B;2002;ABOBORA (seca/madura);TON;0,5;;;;6;5760
19/20;4114609;Marechal Cândido Rondon;Toledo;B;2002;ABOBORA (seca/madura);TON;7;;;;86;82560
19/20;4114708;Maria Helena;Umuarama;B;2002;ABOBORA (seca/madura);TON;2;;;;30;28800
19/20;4114807;Marialva;Maringá;B;2002;ABOBORA (seca/madura);TON;30;;;;540;518400
19/20;4115002;Marilena;Paranavaí;B;2002;ABOBORA (seca/madura);TON;0,1;;;;0,1;96
19/20;4115101;Mariluz;Umuarama;B;2002;ABOBORA (seca/madura);TON;12;;;;240;230400
19/20;4115200;Maringá;Maringá;B;2002;ABOBORA (seca/madura);TON;1;;;;8;7680
19/20;4115309;Mariópolis;Pato Branco;B;2002;ABOBORA (seca/madura);TON;2;;;;35;33600
19/20;4115408;Marmeleiro;Francisco Beltrão;B;2002;ABOBORA (seca/madura);TON;2;;;;66;63360
19/20;4115457;Marquinho;Laranjeiras do Sul;B;2002;ABOBORA (seca/madura);TON;2;;;;20;19200
19/20;4115507;Marumbi;Apucarana;B;2002;ABOBORA (seca/madura);TON;0,5;;;;9;8640
19/20;4115606;Matelândia;Cascavel;B;2002;ABOBORA (seca/madura);TON;5;;;;122;117120
19/20;4115705;Matinhos;Paranaguá;B;2002;ABOBORA (seca/madura);TON;1;;;;20;19200
19/20;4115739;Mato Rico;Pitanga;B;2002;ABOBORA (seca/madura);TON;7;;;;90;86400
19/20;4115804;Medianeira;Cascavel;B;2002;ABOBORA (seca/madura);TON;7;;;;154;147840
19/20;4116059;Missal;Cascavel;B;2002;ABOBORA (seca/madura);TON;8;;;;182;174720
19/20;4116109;Moreira Sales;Campo Mourão;B;2002;ABOBORA (seca/madura);TON;4;;;;80;76800
19/20;4116208;Morretes;Paranaguá;B;2002;ABOBORA (seca/madura);TON;6;;;;120;115200
19/20;4116406;Nossa Senhora das Graças;Maringá;B;2002;ABOBORA (seca/madura);TON;2;;;;20;19200
19/20;4116505;Nova Aliança do Ivaí;Paranavaí;B;2002;ABOBORA (seca/madura);TON;0,3;;;;0,3;288
19/20;4116604;Nova América da Colina;Cornélio Procópio;B;2002;ABOBORA (seca/madura);TON;2;;;;24;23040
19/20;4116703;Nova Aurora;Cascavel;B;2002;ABOBORA (seca/madura);TON;5;;;;106;101760
19/20;4116802;Nova Cantu;Campo Mourão;B;2002;ABOBORA (seca/madura);TON;3;;;;57;54720
19/20;4116901;Nova Esperança;Maringá;B;2002;ABOBORA (seca/madura);TON;3,5;;;;50;48000
19/20;4116950;Nova Esperança do Sudoeste;Dois Vizinhos;B;2002;ABOBORA (seca/madura);TON;1;;;;31;29760
19/20;4117008;Nova Fátima;Cornélio Procópio;B;2002;ABOBORA (seca/madura);TON;0,5;;;;8,5;8160
19/20;4117057;Nova Laranjeiras;Laranjeiras do Sul;B;2002;ABOBORA (seca/madura);TON;5;;;;50;48000
